accession	in_sent_fasta	fasta_header	sequence_length	af3_return_found	af3_model_count	af3_model_paths	confidence_json_found	pae_json_found	protein_present	dna_present	valid_interface_any_model	best_model_path	best_model_rank	atom_contacts	protein_interface_residues	dna_interface_residues	final_return_status	notes
E5RG75	YES	E5RG75|gene=TCF7|primary=Identical_PWM|family=CTNNB1_binding|no_active_pdb_model Transcription factor 7	147	YES	6	/data/sbi/interchange/boliva/patricia/AF3/E5RG75/E5RG75_model.cif;/data/sbi/interchange/boliva/patricia/AF3/E5RG75/seed-1_sample-0/E5RG75_seed-1_sample-0_model.cif;/data/sbi/interchange/boliva/patricia/AF3/E5RG75/seed-1_sample-1/E5RG75_seed-1_sample-1_model.cif;/data/sbi/interchange/boliva/patricia/AF3/E5RG75/seed-1_sample-2/E5RG75_seed-1_sample-2_model.cif;/data/sbi/interchange/boliva/patricia/AF3/E5RG75/seed-1_sample-3/E5RG75_seed-1_sample-3_model.cif;/data/sbi/interchange/boliva/patricia/AF3/E5RG75/seed-1_sample-4/E5RG75_seed-1_sample-4_model.cif	YES	YES	YES	YES	NO	/data/sbi/interchange/boliva/patricia/AF3/E5RG75/E5RG75_model.cif	1	0	0	0	AF3_RETURN_EMPTY_INTERFACE	Preferred complete empty-interface model by ranking score and selected-model status. Model results: FAIL_EMPTY_PROTEIN_DNA_INTERFACE=6.
E5RJ51	YES	E5RJ51|gene=TCF7|primary=Identical_PWM|family=DUF605,CTNNB1_binding|no_active_pdb_model Transcription factor 7	122	YES	6	/data/sbi/interchange/boliva/patricia/AF3/E5RJ51/E5RJ51_model.cif;/data/sbi/interchange/boliva/patricia/AF3/E5RJ51/seed-1_sample-0/E5RJ51_seed-1_sample-0_model.cif;/data/sbi/interchange/boliva/patricia/AF3/E5RJ51/seed-1_sample-1/E5RJ51_seed-1_sample-1_model.cif;/data/sbi/interchange/boliva/patricia/AF3/E5RJ51/seed-1_sample-2/E5RJ51_seed-1_sample-2_model.cif;/data/sbi/interchange/boliva/patricia/AF3/E5RJ51/seed-1_sample-3/E5RJ51_seed-1_sample-3_model.cif;/data/sbi/interchange/boliva/patricia/AF3/E5RJ51/seed-1_sample-4/E5RJ51_seed-1_sample-4_model.cif	YES	YES	YES	YES	NO	/data/sbi/interchange/boliva/patricia/AF3/E5RJ51/E5RJ51_model.cif	1	0	0	0	AF3_RETURN_EMPTY_INTERFACE	Preferred complete empty-interface model by ranking score and selected-model status. Model results: FAIL_EMPTY_PROTEIN_DNA_INTERFACE=6.
E7EU07	YES	E7EU07|gene=PPARG|primary=Identical_PWM|family=PPARgamma_N|no_active_pdb_model Peroxisome proliferator-activated receptor gamma (PPAR-gamma) (Nuclear receptor subfamily 1 group C member 3)	97	YES	6	/data/sbi/interchange/boliva/patricia/AF3/E7EU07/E7EU07_model.cif;/data/sbi/interchange/boliva/patricia/AF3/E7EU07/seed-1_sample-0/E7EU07_seed-1_sample-0_model.cif;/data/sbi/interchange/boliva/patricia/AF3/E7EU07/seed-1_sample-1/E7EU07_seed-1_sample-1_model.cif;/data/sbi/interchange/boliva/patricia/AF3/E7EU07/seed-1_sample-2/E7EU07_seed-1_sample-2_model.cif;/data/sbi/interchange/boliva/patricia/AF3/E7EU07/seed-1_sample-3/E7EU07_seed-1_sample-3_model.cif;/data/sbi/interchange/boliva/patricia/AF3/E7EU07/seed-1_sample-4/E7EU07_seed-1_sample-4_model.cif	YES	YES	YES	YES	NO	/data/sbi/interchange/boliva/patricia/AF3/E7EU07/E7EU07_model.cif	1	0	0	0	AF3_RETURN_EMPTY_INTERFACE	Preferred complete empty-interface model by ranking score and selected-model status. Model results: FAIL_EMPTY_PROTEIN_DNA_INTERFACE=6.
E9PKB7	YES	E9PKB7|gene=TEAD1|primary=Identical_PWM|family=TEA|no_active_pdb_model TEA domain transcription factor 1	330	YES	6	/data/sbi/interchange/boliva/patricia/AF3/E9PKB7/E9PKB7_model.cif;/data/sbi/interchange/boliva/patricia/AF3/E9PKB7/seed-1_sample-0/E9PKB7_seed-1_sample-0_model.cif;/data/sbi/interchange/boliva/patricia/AF3/E9PKB7/seed-1_sample-1/E9PKB7_seed-1_sample-1_model.cif;/data/sbi/interchange/boliva/patricia/AF3/E9PKB7/seed-1_sample-2/E9PKB7_seed-1_sample-2_model.cif;/data/sbi/interchange/boliva/patricia/AF3/E9PKB7/seed-1_sample-3/E9PKB7_seed-1_sample-3_model.cif;/data/sbi/interchange/boliva/patricia/AF3/E9PKB7/seed-1_sample-4/E9PKB7_seed-1_sample-4_model.cif	YES	YES	YES	YES	NO	/data/sbi/interchange/boliva/patricia/AF3/E9PKB7/E9PKB7_model.cif	1	0	0	0	AF3_RETURN_EMPTY_INTERFACE	Preferred complete empty-interface model by ranking score and selected-model status. Model results: FAIL_EMPTY_PROTEIN_DNA_INTERFACE=6.
E9PL67	YES	E9PL67|gene=HINFP|primary=Identical_PWM|family=FAST_1|no_active_pdb_model Histone H4 transcription factor	100	YES	6	/data/sbi/interchange/boliva/patricia/AF3/E9PL67/E9PL67_model.cif;/data/sbi/interchange/boliva/patricia/AF3/E9PL67/seed-1_sample-0/E9PL67_seed-1_sample-0_model.cif;/data/sbi/interchange/boliva/patricia/AF3/E9PL67/seed-1_sample-1/E9PL67_seed-1_sample-1_model.cif;/data/sbi/interchange/boliva/patricia/AF3/E9PL67/seed-1_sample-2/E9PL67_seed-1_sample-2_model.cif;/data/sbi/interchange/boliva/patricia/AF3/E9PL67/seed-1_sample-3/E9PL67_seed-1_sample-3_model.cif;/data/sbi/interchange/boliva/patricia/AF3/E9PL67/seed-1_sample-4/E9PL67_seed-1_sample-4_model.cif	YES	YES	YES	YES	NO	/data/sbi/interchange/boliva/patricia/AF3/E9PL67/E9PL67_model.cif	1	0	0	0	AF3_RETURN_EMPTY_INTERFACE	Preferred complete empty-interface model by ranking score and selected-model status. Model results: FAIL_EMPTY_PROTEIN_DNA_INTERFACE=6.
E9PN75	YES	E9PN75|gene=EHF|primary=Identical_PWM|family=SAM_PNT,Ste50p-SAM|no_active_pdb_model ETS homologous factor	166	YES	6	/data/sbi/interchange/boliva/patricia/AF3/E9PN75/E9PN75_model.cif;/data/sbi/interchange/boliva/patricia/AF3/E9PN75/seed-1_sample-0/E9PN75_seed-1_sample-0_model.cif;/data/sbi/interchange/boliva/patricia/AF3/E9PN75/seed-1_sample-1/E9PN75_seed-1_sample-1_model.cif;/data/sbi/interchange/boliva/patricia/AF3/E9PN75/seed-1_sample-2/E9PN75_seed-1_sample-2_model.cif;/data/sbi/interchange/boliva/patricia/AF3/E9PN75/seed-1_sample-3/E9PN75_seed-1_sample-3_model.cif;/data/sbi/interchange/boliva/patricia/AF3/E9PN75/seed-1_sample-4/E9PN75_seed-1_sample-4_model.cif	YES	YES	YES	YES	NO	/data/sbi/interchange/boliva/patricia/AF3/E9PN75/E9PN75_model.cif	1	0	0	0	AF3_RETURN_EMPTY_INTERFACE	Preferred complete empty-interface model by ranking score and selected-model status. Model results: FAIL_EMPTY_PROTEIN_DNA_INTERFACE=6.
E9PPS9	YES	E9PPS9|gene=EHF|primary=Identical_PWM|family=SAM_PNT,Ste50p-SAM|no_active_pdb_model ETS homologous factor	126	YES	6	/data/sbi/interchange/boliva/patricia/AF3/E9PPS9/E9PPS9_model.cif;/data/sbi/interchange/boliva/patricia/AF3/E9PPS9/seed-1_sample-0/E9PPS9_seed-1_sample-0_model.cif;/data/sbi/interchange/boliva/patricia/AF3/E9PPS9/seed-1_sample-1/E9PPS9_seed-1_sample-1_model.cif;/data/sbi/interchange/boliva/patricia/AF3/E9PPS9/seed-1_sample-2/E9PPS9_seed-1_sample-2_model.cif;/data/sbi/interchange/boliva/patricia/AF3/E9PPS9/seed-1_sample-3/E9PPS9_seed-1_sample-3_model.cif;/data/sbi/interchange/boliva/patricia/AF3/E9PPS9/seed-1_sample-4/E9PPS9_seed-1_sample-4_model.cif	YES	YES	YES	YES	NO	/data/sbi/interchange/boliva/patricia/AF3/E9PPS9/E9PPS9_model.cif	1	0	0	0	AF3_RETURN_EMPTY_INTERFACE	Preferred complete empty-interface model by ranking score and selected-model status. Model results: FAIL_EMPTY_PROTEIN_DNA_INTERFACE=6.
E9PQA2	YES	E9PQA2|gene=USF1|primary=Identical_PWM|family=|no_active_pdb_model Upstream transcription factor 1	105	YES	6	/data/sbi/interchange/boliva/patricia/AF3/E9PQA2/E9PQA2_model.cif;/data/sbi/interchange/boliva/patricia/AF3/E9PQA2/seed-1_sample-0/E9PQA2_seed-1_sample-0_model.cif;/data/sbi/interchange/boliva/patricia/AF3/E9PQA2/seed-1_sample-1/E9PQA2_seed-1_sample-1_model.cif;/data/sbi/interchange/boliva/patricia/AF3/E9PQA2/seed-1_sample-2/E9PQA2_seed-1_sample-2_model.cif;/data/sbi/interchange/boliva/patricia/AF3/E9PQA2/seed-1_sample-3/E9PQA2_seed-1_sample-3_model.cif;/data/sbi/interchange/boliva/patricia/AF3/E9PQA2/seed-1_sample-4/E9PQA2_seed-1_sample-4_model.cif	YES	YES	YES	YES	NO	/data/sbi/interchange/boliva/patricia/AF3/E9PQA2/E9PQA2_model.cif	1	0	0	0	AF3_RETURN_EMPTY_INTERFACE	Preferred complete empty-interface model by ranking score and selected-model status. Model results: FAIL_EMPTY_PROTEIN_DNA_INTERFACE=6.
E9PQR6	YES	E9PQR6|gene=EHF|primary=Identical_PWM|family=SAM_PNT,Ste50p-SAM|no_active_pdb_model ETS homologous factor	173	YES	6	/data/sbi/interchange/boliva/patricia/AF3/E9PQR6/E9PQR6_model.cif;/data/sbi/interchange/boliva/patricia/AF3/E9PQR6/seed-1_sample-0/E9PQR6_seed-1_sample-0_model.cif;/data/sbi/interchange/boliva/patricia/AF3/E9PQR6/seed-1_sample-1/E9PQR6_seed-1_sample-1_model.cif;/data/sbi/interchange/boliva/patricia/AF3/E9PQR6/seed-1_sample-2/E9PQR6_seed-1_sample-2_model.cif;/data/sbi/interchange/boliva/patricia/AF3/E9PQR6/seed-1_sample-3/E9PQR6_seed-1_sample-3_model.cif;/data/sbi/interchange/boliva/patricia/AF3/E9PQR6/seed-1_sample-4/E9PQR6_seed-1_sample-4_model.cif	YES	YES	YES	YES	NO	/data/sbi/interchange/boliva/patricia/AF3/E9PQR6/E9PQR6_model.cif	1	0	0	0	AF3_RETURN_EMPTY_INTERFACE	Preferred complete empty-interface model by ranking score and selected-model status. Model results: FAIL_EMPTY_PROTEIN_DNA_INTERFACE=6.
E9PQX0	YES	E9PQX0|gene=EHF|primary=Identical_PWM|family=SAM_PNT,Ste50p-SAM|no_active_pdb_model ETS homologous factor	158	YES	6	/data/sbi/interchange/boliva/patricia/AF3/E9PQX0/E9PQX0_model.cif;/data/sbi/interchange/boliva/patricia/AF3/E9PQX0/seed-1_sample-0/E9PQX0_seed-1_sample-0_model.cif;/data/sbi/interchange/boliva/patricia/AF3/E9PQX0/seed-1_sample-1/E9PQX0_seed-1_sample-1_model.cif;/data/sbi/interchange/boliva/patricia/AF3/E9PQX0/seed-1_sample-2/E9PQX0_seed-1_sample-2_model.cif;/data/sbi/interchange/boliva/patricia/AF3/E9PQX0/seed-1_sample-3/E9PQX0_seed-1_sample-3_model.cif;/data/sbi/interchange/boliva/patricia/AF3/E9PQX0/seed-1_sample-4/E9PQX0_seed-1_sample-4_model.cif	YES	YES	YES	YES	NO	/data/sbi/interchange/boliva/patricia/AF3/E9PQX0/E9PQX0_model.cif	1	0	0	0	AF3_RETURN_EMPTY_INTERFACE	Preferred complete empty-interface model by ranking score and selected-model status. Model results: FAIL_EMPTY_PROTEIN_DNA_INTERFACE=6.
F5GWL1	YES	F5GWL1|gene=SOX5|primary=Identical_PWM|family=|no_active_pdb_model SRY-box transcription factor 5	144	YES	6	/data/sbi/interchange/boliva/patricia/AF3/F5GWL1/F5GWL1_model.cif;/data/sbi/interchange/boliva/patricia/AF3/F5GWL1/seed-1_sample-0/F5GWL1_seed-1_sample-0_model.cif;/data/sbi/interchange/boliva/patricia/AF3/F5GWL1/seed-1_sample-1/F5GWL1_seed-1_sample-1_model.cif;/data/sbi/interchange/boliva/patricia/AF3/F5GWL1/seed-1_sample-2/F5GWL1_seed-1_sample-2_model.cif;/data/sbi/interchange/boliva/patricia/AF3/F5GWL1/seed-1_sample-3/F5GWL1_seed-1_sample-3_model.cif;/data/sbi/interchange/boliva/patricia/AF3/F5GWL1/seed-1_sample-4/F5GWL1_seed-1_sample-4_model.cif	YES	YES	YES	YES	NO	/data/sbi/interchange/boliva/patricia/AF3/F5GWL1/F5GWL1_model.cif	1	0	0	0	AF3_RETURN_EMPTY_INTERFACE	Preferred complete empty-interface model by ranking score and selected-model status. Model results: FAIL_EMPTY_PROTEIN_DNA_INTERFACE=6.
F6X9D6	YES	F6X9D6|gene=RFX5|primary=Identical_PWM|family=RFX_DNA_binding,Pox_D5|no_active_pdb_model Regulatory factor X5	123	YES	6	/data/sbi/interchange/boliva/patricia/AF3/F6X9D6/F6X9D6_model.cif;/data/sbi/interchange/boliva/patricia/AF3/F6X9D6/seed-1_sample-0/F6X9D6_seed-1_sample-0_model.cif;/data/sbi/interchange/boliva/patricia/AF3/F6X9D6/seed-1_sample-1/F6X9D6_seed-1_sample-1_model.cif;/data/sbi/interchange/boliva/patricia/AF3/F6X9D6/seed-1_sample-2/F6X9D6_seed-1_sample-2_model.cif;/data/sbi/interchange/boliva/patricia/AF3/F6X9D6/seed-1_sample-3/F6X9D6_seed-1_sample-3_model.cif;/data/sbi/interchange/boliva/patricia/AF3/F6X9D6/seed-1_sample-4/F6X9D6_seed-1_sample-4_model.cif	YES	YES	YES	YES	NO	/data/sbi/interchange/boliva/patricia/AF3/F6X9D6/F6X9D6_model.cif	1	0	0	0	AF3_RETURN_EMPTY_INTERFACE	Preferred complete empty-interface model by ranking score and selected-model status. Model results: FAIL_EMPTY_PROTEIN_DNA_INTERFACE=6.
G3V0H1	YES	G3V0H1|gene=SOX5|primary=Homologous_PWM|family=|no_active_pdb_model SRY-box transcription factor 5	128	YES	6	/data/sbi/interchange/boliva/patricia/AF3/G3V0H1/G3V0H1_model.cif;/data/sbi/interchange/boliva/patricia/AF3/G3V0H1/seed-1_sample-0/G3V0H1_seed-1_sample-0_model.cif;/data/sbi/interchange/boliva/patricia/AF3/G3V0H1/seed-1_sample-1/G3V0H1_seed-1_sample-1_model.cif;/data/sbi/interchange/boliva/patricia/AF3/G3V0H1/seed-1_sample-2/G3V0H1_seed-1_sample-2_model.cif;/data/sbi/interchange/boliva/patricia/AF3/G3V0H1/seed-1_sample-3/G3V0H1_seed-1_sample-3_model.cif;/data/sbi/interchange/boliva/patricia/AF3/G3V0H1/seed-1_sample-4/G3V0H1_seed-1_sample-4_model.cif	YES	YES	YES	YES	NO	/data/sbi/interchange/boliva/patricia/AF3/G3V0H1/G3V0H1_model.cif	1	0	0	0	AF3_RETURN_EMPTY_INTERFACE	Preferred complete empty-interface model by ranking score and selected-model status. Model results: FAIL_EMPTY_PROTEIN_DNA_INTERFACE=6.
G3V289	YES	G3V289|gene=FOS|primary=Homologous_PWM|family=|no_active_pdb_model Protein c-Fos (Cellular oncogene fos)	170	YES	6	/data/sbi/interchange/boliva/patricia/AF3/G3V289/G3V289_model.cif;/data/sbi/interchange/boliva/patricia/AF3/G3V289/seed-1_sample-0/G3V289_seed-1_sample-0_model.cif;/data/sbi/interchange/boliva/patricia/AF3/G3V289/seed-1_sample-1/G3V289_seed-1_sample-1_model.cif;/data/sbi/interchange/boliva/patricia/AF3/G3V289/seed-1_sample-2/G3V289_seed-1_sample-2_model.cif;/data/sbi/interchange/boliva/patricia/AF3/G3V289/seed-1_sample-3/G3V289_seed-1_sample-3_model.cif;/data/sbi/interchange/boliva/patricia/AF3/G3V289/seed-1_sample-4/G3V289_seed-1_sample-4_model.cif	YES	YES	YES	YES	NO	/data/sbi/interchange/boliva/patricia/AF3/G3V289/G3V289_model.cif	1	0	0	0	AF3_RETURN_EMPTY_INTERFACE	Preferred complete empty-interface model by ranking score and selected-model status. Model results: FAIL_EMPTY_PROTEIN_DNA_INTERFACE=6.
G3V302	YES	G3V302|gene=MAX|primary=Homologous_PWM|family=|no_active_pdb_model MYC associated factor X	97	YES	6	/data/sbi/interchange/boliva/patricia/AF3/G3V302/G3V302_model.cif;/data/sbi/interchange/boliva/patricia/AF3/G3V302/seed-1_sample-0/G3V302_seed-1_sample-0_model.cif;/data/sbi/interchange/boliva/patricia/AF3/G3V302/seed-1_sample-1/G3V302_seed-1_sample-1_model.cif;/data/sbi/interchange/boliva/patricia/AF3/G3V302/seed-1_sample-2/G3V302_seed-1_sample-2_model.cif;/data/sbi/interchange/boliva/patricia/AF3/G3V302/seed-1_sample-3/G3V302_seed-1_sample-3_model.cif;/data/sbi/interchange/boliva/patricia/AF3/G3V302/seed-1_sample-4/G3V302_seed-1_sample-4_model.cif	YES	YES	YES	YES	NO	/data/sbi/interchange/boliva/patricia/AF3/G3V302/G3V302_model.cif	1	0	0	0	AF3_RETURN_EMPTY_INTERFACE	Preferred complete empty-interface model by ranking score and selected-model status. Model results: FAIL_EMPTY_PROTEIN_DNA_INTERFACE=6.
G3V447	YES	G3V447|gene=ZBTB1|primary=Homologous_PWM|family=BTB,CYTH|no_active_pdb_model Zinc finger and BTB domain-containing protein 1	155	YES	6	/data/sbi/interchange/boliva/patricia/AF3/G3V447/G3V447_model.cif;/data/sbi/interchange/boliva/patricia/AF3/G3V447/seed-1_sample-0/G3V447_seed-1_sample-0_model.cif;/data/sbi/interchange/boliva/patricia/AF3/G3V447/seed-1_sample-1/G3V447_seed-1_sample-1_model.cif;/data/sbi/interchange/boliva/patricia/AF3/G3V447/seed-1_sample-2/G3V447_seed-1_sample-2_model.cif;/data/sbi/interchange/boliva/patricia/AF3/G3V447/seed-1_sample-3/G3V447_seed-1_sample-3_model.cif;/data/sbi/interchange/boliva/patricia/AF3/G3V447/seed-1_sample-4/G3V447_seed-1_sample-4_model.cif	YES	YES	YES	YES	NO	/data/sbi/interchange/boliva/patricia/AF3/G3V447/G3V447_model.cif	1	0	0	0	AF3_RETURN_EMPTY_INTERFACE	Preferred complete empty-interface model by ranking score and selected-model status. Model results: FAIL_EMPTY_PROTEIN_DNA_INTERFACE=6.
H0Y797	YES	H0Y797|gene=TEF|primary=Identical_PWM|family=|no_active_pdb_model TEF transcription factor, PAR bZIP family member	184	YES	6	/data/sbi/interchange/boliva/patricia/AF3/H0Y797/H0Y797_model.cif;/data/sbi/interchange/boliva/patricia/AF3/H0Y797/seed-1_sample-0/H0Y797_seed-1_sample-0_model.cif;/data/sbi/interchange/boliva/patricia/AF3/H0Y797/seed-1_sample-1/H0Y797_seed-1_sample-1_model.cif;/data/sbi/interchange/boliva/patricia/AF3/H0Y797/seed-1_sample-2/H0Y797_seed-1_sample-2_model.cif;/data/sbi/interchange/boliva/patricia/AF3/H0Y797/seed-1_sample-3/H0Y797_seed-1_sample-3_model.cif;/data/sbi/interchange/boliva/patricia/AF3/H0Y797/seed-1_sample-4/H0Y797_seed-1_sample-4_model.cif	YES	YES	YES	YES	NO	/data/sbi/interchange/boliva/patricia/AF3/H0Y797/H0Y797_model.cif	1	0	0	0	AF3_RETURN_EMPTY_INTERFACE	Preferred complete empty-interface model by ranking score and selected-model status. Model results: FAIL_EMPTY_PROTEIN_DNA_INTERFACE=6.
H0Y7E5	YES	H0Y7E5|gene=SREBF2|primary=Homologous_PWM|family=|no_active_pdb_model Sterol regulatory element binding transcription factor 2	257	YES	6	/data/sbi/interchange/boliva/patricia/AF3/H0Y7E5/H0Y7E5_model.cif;/data/sbi/interchange/boliva/patricia/AF3/H0Y7E5/seed-1_sample-0/H0Y7E5_seed-1_sample-0_model.cif;/data/sbi/interchange/boliva/patricia/AF3/H0Y7E5/seed-1_sample-1/H0Y7E5_seed-1_sample-1_model.cif;/data/sbi/interchange/boliva/patricia/AF3/H0Y7E5/seed-1_sample-2/H0Y7E5_seed-1_sample-2_model.cif;/data/sbi/interchange/boliva/patricia/AF3/H0Y7E5/seed-1_sample-3/H0Y7E5_seed-1_sample-3_model.cif;/data/sbi/interchange/boliva/patricia/AF3/H0Y7E5/seed-1_sample-4/H0Y7E5_seed-1_sample-4_model.cif	YES	YES	YES	YES	NO	/data/sbi/interchange/boliva/patricia/AF3/H0Y7E5/H0Y7E5_model.cif	1	0	0	0	AF3_RETURN_EMPTY_INTERFACE	Preferred complete empty-interface model by ranking score and selected-model status. Model results: FAIL_EMPTY_PROTEIN_DNA_INTERFACE=6.
H0YG25	YES	H0YG25|gene=ETV6|primary=Identical_PWM|family=SAM_PNT,SAM_1|no_active_pdb_model ETS variant transcription factor 6	88	YES	6	/data/sbi/interchange/boliva/patricia/AF3/H0YG25/H0YG25_model.cif;/data/sbi/interchange/boliva/patricia/AF3/H0YG25/seed-1_sample-0/H0YG25_seed-1_sample-0_model.cif;/data/sbi/interchange/boliva/patricia/AF3/H0YG25/seed-1_sample-1/H0YG25_seed-1_sample-1_model.cif;/data/sbi/interchange/boliva/patricia/AF3/H0YG25/seed-1_sample-2/H0YG25_seed-1_sample-2_model.cif;/data/sbi/interchange/boliva/patricia/AF3/H0YG25/seed-1_sample-3/H0YG25_seed-1_sample-3_model.cif;/data/sbi/interchange/boliva/patricia/AF3/H0YG25/seed-1_sample-4/H0YG25_seed-1_sample-4_model.cif	YES	YES	YES	YES	NO	/data/sbi/interchange/boliva/patricia/AF3/H0YG25/H0YG25_model.cif	1	0	0	0	AF3_RETURN_EMPTY_INTERFACE	Preferred complete empty-interface model by ranking score and selected-model status. Model results: FAIL_EMPTY_PROTEIN_DNA_INTERFACE=6.
H0YGT3	YES	H0YGT3|gene=ESRRA|primary=Homologous_PWM|family=Hormone_recep|no_active_pdb_model Estrogen related receptor alpha	198	YES	6	/data/sbi/interchange/boliva/patricia/AF3/H0YGT3/H0YGT3_model.cif;/data/sbi/interchange/boliva/patricia/AF3/H0YGT3/seed-1_sample-0/H0YGT3_seed-1_sample-0_model.cif;/data/sbi/interchange/boliva/patricia/AF3/H0YGT3/seed-1_sample-1/H0YGT3_seed-1_sample-1_model.cif;/data/sbi/interchange/boliva/patricia/AF3/H0YGT3/seed-1_sample-2/H0YGT3_seed-1_sample-2_model.cif;/data/sbi/interchange/boliva/patricia/AF3/H0YGT3/seed-1_sample-3/H0YGT3_seed-1_sample-3_model.cif;/data/sbi/interchange/boliva/patricia/AF3/H0YGT3/seed-1_sample-4/H0YGT3_seed-1_sample-4_model.cif	YES	YES	YES	YES	NO	/data/sbi/interchange/boliva/patricia/AF3/H0YGT3/H0YGT3_model.cif	1	0	0	0	AF3_RETURN_EMPTY_INTERFACE	Preferred complete empty-interface model by ranking score and selected-model status. Model results: FAIL_EMPTY_PROTEIN_DNA_INTERFACE=6.
H0YNG1	YES	H0YNG1|gene=POU2F2|primary=Homologous_PWM|family=|no_active_pdb_model POU domain, class 2, transcription factor 1 (NF-A1) (Octamer-binding protein 1) (Octamer-binding transcription factor 1)	198	YES	6	/data/sbi/interchange/boliva/patricia/AF3/H0YNG1/H0YNG1_model.cif;/data/sbi/interchange/boliva/patricia/AF3/H0YNG1/seed-1_sample-0/H0YNG1_seed-1_sample-0_model.cif;/data/sbi/interchange/boliva/patricia/AF3/H0YNG1/seed-1_sample-1/H0YNG1_seed-1_sample-1_model.cif;/data/sbi/interchange/boliva/patricia/AF3/H0YNG1/seed-1_sample-2/H0YNG1_seed-1_sample-2_model.cif;/data/sbi/interchange/boliva/patricia/AF3/H0YNG1/seed-1_sample-3/H0YNG1_seed-1_sample-3_model.cif;/data/sbi/interchange/boliva/patricia/AF3/H0YNG1/seed-1_sample-4/H0YNG1_seed-1_sample-4_model.cif	YES	YES	YES	YES	NO	/data/sbi/interchange/boliva/patricia/AF3/H0YNG1/H0YNG1_model.cif	1	0	0	0	AF3_RETURN_EMPTY_INTERFACE	Preferred complete empty-interface model by ranking score and selected-model status. Model results: FAIL_EMPTY_PROTEIN_DNA_INTERFACE=6.
I3L0A5	YES	I3L0A5|gene=SOX5|primary=Homologous_PWM|family=LOH1CR12,Exonuc_VII_L,OmpH,DivIVA,DUF3347|no_active_pdb_model SRY-box transcription factor 5	509	YES	6	/data/sbi/interchange/boliva/patricia/AF3/I3L0A5/I3L0A5_model.cif;/data/sbi/interchange/boliva/patricia/AF3/I3L0A5/seed-1_sample-0/I3L0A5_seed-1_sample-0_model.cif;/data/sbi/interchange/boliva/patricia/AF3/I3L0A5/seed-1_sample-1/I3L0A5_seed-1_sample-1_model.cif;/data/sbi/interchange/boliva/patricia/AF3/I3L0A5/seed-1_sample-2/I3L0A5_seed-1_sample-2_model.cif;/data/sbi/interchange/boliva/patricia/AF3/I3L0A5/seed-1_sample-3/I3L0A5_seed-1_sample-3_model.cif;/data/sbi/interchange/boliva/patricia/AF3/I3L0A5/seed-1_sample-4/I3L0A5_seed-1_sample-4_model.cif	YES	YES	YES	YES	NO	/data/sbi/interchange/boliva/patricia/AF3/I3L0A5/I3L0A5_model.cif	1	0	0	0	AF3_RETURN_EMPTY_INTERFACE	Preferred complete empty-interface model by ranking score and selected-model status. Model results: FAIL_EMPTY_PROTEIN_DNA_INTERFACE=6.
K7ELF3	YES	K7ELF3|gene=TCF3|primary=Identical_PWM|family=|no_active_pdb_model Transcription factor 3	151	YES	6	/data/sbi/interchange/boliva/patricia/AF3/K7ELF3/K7ELF3_model.cif;/data/sbi/interchange/boliva/patricia/AF3/K7ELF3/seed-1_sample-0/K7ELF3_seed-1_sample-0_model.cif;/data/sbi/interchange/boliva/patricia/AF3/K7ELF3/seed-1_sample-1/K7ELF3_seed-1_sample-1_model.cif;/data/sbi/interchange/boliva/patricia/AF3/K7ELF3/seed-1_sample-2/K7ELF3_seed-1_sample-2_model.cif;/data/sbi/interchange/boliva/patricia/AF3/K7ELF3/seed-1_sample-3/K7ELF3_seed-1_sample-3_model.cif;/data/sbi/interchange/boliva/patricia/AF3/K7ELF3/seed-1_sample-4/K7ELF3_seed-1_sample-4_model.cif	YES	YES	YES	YES	NO	/data/sbi/interchange/boliva/patricia/AF3/K7ELF3/K7ELF3_model.cif	1	0	0	0	AF3_RETURN_EMPTY_INTERFACE	Preferred complete empty-interface model by ranking score and selected-model status. Model results: FAIL_EMPTY_PROTEIN_DNA_INTERFACE=6.
K7EMD1	YES	K7EMD1|gene=SREBF1|primary=Identical_PWM|family=|no_active_pdb_model Sterol regulatory element binding transcription factor 1	157	YES	6	/data/sbi/interchange/boliva/patricia/AF3/K7EMD1/K7EMD1_model.cif;/data/sbi/interchange/boliva/patricia/AF3/K7EMD1/seed-1_sample-0/K7EMD1_seed-1_sample-0_model.cif;/data/sbi/interchange/boliva/patricia/AF3/K7EMD1/seed-1_sample-1/K7EMD1_seed-1_sample-1_model.cif;/data/sbi/interchange/boliva/patricia/AF3/K7EMD1/seed-1_sample-2/K7EMD1_seed-1_sample-2_model.cif;/data/sbi/interchange/boliva/patricia/AF3/K7EMD1/seed-1_sample-3/K7EMD1_seed-1_sample-3_model.cif;/data/sbi/interchange/boliva/patricia/AF3/K7EMD1/seed-1_sample-4/K7EMD1_seed-1_sample-4_model.cif	YES	YES	YES	YES	NO	/data/sbi/interchange/boliva/patricia/AF3/K7EMD1/K7EMD1_model.cif	1	0	0	0	AF3_RETURN_EMPTY_INTERFACE	Preferred complete empty-interface model by ranking score and selected-model status. Model results: FAIL_EMPTY_PROTEIN_DNA_INTERFACE=6.
