failed_accession	gene_names	gene_mapping_source	protein_description	reviewed_status	failed_sequence_length	failed_sequence_sha256	PWM_annotation_level	PWM_source_or_model	legacy_family_text	accepted_pfam_hits	reviewed_DBD_pfam_hits	uncertain_pfam_hits	non_DBD_pfam_hits	DBD_present_by_reviewed_pfam	DBD_fragment_ids	DBD_fragment_sent	DBD_fragment_models_checked	DBD_fragment_passing_model_count	DBD_fragment_best_model_path	DBD_fragment_interface_result	non_DBD_contacting_fragment_ids	canonical_reference_accession	canonical_reference_selection_reason	canonical_reference_reviewed_status	canonical_reference_sequence_length	canonical_reference_DBD_context	canonical_reference_model_path	canonical_reference_model_interval	canonical_reference_interface_result	canonical_reference_atom_contacts	canonical_reference_protein_interface_residues	canonical_reference_dna_interface_residues	failed_to_canonical_full_alignment_length	failed_to_canonical_full_identity_percent	canonical_DBD_residues_covered_by_failed	canonical_DBD_coverage_percent	canonical_DBD_identity_percent	failed_coordinates_corresponding_to_DBD	accession_DBD_presence_evidence	primary_structural_status	canonical_reference_status	action_for_baldo	database_display_recommendation	decision_reason	manual_review_required	manual_review_reason	classification_confidence
C9J8V6	HBP1	FAILED_ACCESSION_ANNOTATION	HMG-box transcription factor 1	UNREVIEWED	108	9659e787a5b2e9c829d069f8d149319cbbab845477d7aed9deceb1f7fe41e60d	Homologous_PWM	M00194_2.00 (92.5%)						NO		NOT_APPLICABLE	0	0				H7C4S2	SAME_GENE_MODCRE_SUMMARY_V2_EXPLICIT_ACCESSION	UNREVIEWED	454	MODEL_INTERVAL:423-450	/data/sbi/interchange/boliva/patricia/models/TFS_H7C4S2:423:450_2gzk_A_1.pdb	423-450	PASS_NONEMPTY_PROTEIN_DNA_INTERFACE	200	9	8	462	100.00	1	3.57	100.00	108-108	HIGH_CONFIDENCE_DBD_ABSENT	ACCESSION_LACKS_DBD	CANONICAL_REFERENCE_INTERFACE_VALID	NO_SEND_CANONICAL_REFERENCE_ONLY	DISPLAY_ACCESSION_DNA_STRUCTURE_UNAVAILABLE_CANONICAL_REFERENCE_SEPARATE	Canonical DBD coverage is at most 10%, while at least 40 non-DBD canonical residues align at at least 80% identity. PWM/database inclusion is not changed by this structural recommendation.	NO		HIGH
C9JAW1	HBP1	FAILED_ACCESSION_ANNOTATION	HMG-box transcription factor 1	UNREVIEWED	70	a305542df9a03eefdda2b6dab945daf3dc37dc94f6f525665caddf54490a3873	Homologous_PWM	M00194_2.00 (97.1%)						NO		NOT_APPLICABLE	0	0				H7C4S2	SAME_GENE_MODCRE_SUMMARY_V2_EXPLICIT_ACCESSION	UNREVIEWED	454	MODEL_INTERVAL:423-450	/data/sbi/interchange/boliva/patricia/models/TFS_H7C4S2:423:450_2gzk_A_1.pdb	423-450	PASS_NONEMPTY_PROTEIN_DNA_INTERFACE	200	9	8	462	100.00	2	7.14	100.00	69-70	HIGH_CONFIDENCE_DBD_ABSENT	ACCESSION_LACKS_DBD	CANONICAL_REFERENCE_INTERFACE_VALID	NO_SEND_CANONICAL_REFERENCE_ONLY	DISPLAY_ACCESSION_DNA_STRUCTURE_UNAVAILABLE_CANONICAL_REFERENCE_SEPARATE	Canonical DBD coverage is at most 10%, while at least 40 non-DBD canonical residues align at at least 80% identity. PWM/database inclusion is not changed by this structural recommendation.	NO		HIGH
C9JPH0	CREB3L2	FAILED_ACCESSION_ANNOTATION	cAMP responsive element binding protein 3 like 2	UNREVIEWED	185	dd9c3a8760667e05a4ff8cff5ab1b8d84cf8ac0aa51d8f8fc9600dd2de53f94d	Homologous_PWM	MA0608.1 (87.0%)						NO		NOT_APPLICABLE	0	0				Q70SY1	SAME_GENE_MODCRE_SUMMARY_V2_EXPLICIT_ACCESSION	REVIEWED	520	PF00170:292-354:bZIP transcription factor	/data/sbi/interchange/boliva/patricia/models/TFS_Q70SY1:295:354_1t2k_C_1.pdb	295-354	PASS_NONEMPTY_PROTEIN_DNA_INTERFACE	57	8	6	520	91.35	14	22.22	71.43	140-153	UNCERTAIN_MANUAL_REVIEW	UNCERTAIN_MANUAL_REVIEW	CANONICAL_REFERENCE_INTERFACE_VALID	MANUAL_REVIEW_BEFORE_SENDING	NO_DISPLAY_CHANGE_PENDING_MANUAL_REVIEW	Available evidence does not meet an approved automatic present/absent rule. PWM/database inclusion is not changed by this structural recommendation.	YES	Canonical alignment evidence is UNCERTAIN_MANUAL_REVIEW.	LOW
C9JQU7	HBP1	FAILED_ACCESSION_ANNOTATION	HMG-box transcription factor 1	UNREVIEWED	124	59d04907f7f075c891b801d14f29e07f105c875d4926f1c1e9f1d47bf213c642	Homologous_PWM	M00194_2.00 (93.5%)						NO		NOT_APPLICABLE	0	0				H7C4S2	SAME_GENE_MODCRE_SUMMARY_V2_EXPLICIT_ACCESSION	UNREVIEWED	454	MODEL_INTERVAL:423-450	/data/sbi/interchange/boliva/patricia/models/TFS_H7C4S2:423:450_2gzk_A_1.pdb	423-450	PASS_NONEMPTY_PROTEIN_DNA_INTERFACE	200	9	8	462	100.00	1	3.57	100.00	124-124	HIGH_CONFIDENCE_DBD_ABSENT	ACCESSION_LACKS_DBD	CANONICAL_REFERENCE_INTERFACE_VALID	NO_SEND_CANONICAL_REFERENCE_ONLY	DISPLAY_ACCESSION_DNA_STRUCTURE_UNAVAILABLE_CANONICAL_REFERENCE_SEPARATE	Canonical DBD coverage is at most 10%, while at least 40 non-DBD canonical residues align at at least 80% identity. PWM/database inclusion is not changed by this structural recommendation.	NO		HIGH
D1LUZ8	C20orf112/RUNX1 fusion	FAILED_ACCESSION_ANNOTATION	C20orf112/RUNX1 fusion protein	UNREVIEWED	170	9fee1d52525405b031a72ac70f04611ca2feebe65f52c6a9206267b4c093ff9b	Homologous_PWM	M09371_2.00 (98.5%);MA0002.1 (99.2%)						NO		NOT_APPLICABLE	0	0											NOT_VALIDATED										NO_CANONICAL_REFERENCE	UNCERTAIN_MANUAL_REVIEW	NO_CANONICAL_REFERENCE_FOUND	MANUAL_REVIEW_BEFORE_SENDING	NO_DISPLAY_CHANGE_PENDING_MANUAL_REVIEW	Available evidence does not meet an approved automatic present/absent rule. PWM/database inclusion is not changed by this structural recommendation.	YES	No decisive reviewed-Pfam or canonical-alignment evidence.	LOW
D2KFR9	STAT1	FAILED_ACCESSION_ANNOTATION	Truncated signal transducer and activator of transcription 1	UNREVIEWED	193	78b58e1284af879b544bf35e8a972819825437775e8aedbd89fbb01e437bc389	Identical_PWM	M08014_2.00	Sfi1_C,STAT_alpha,STAT_int	PF02865:2-119:STAT protein, protein interaction domain;PF01017:144-185:STAT transcription factor, coiled-coil domain			PF02865:2-119:STAT protein, protein interaction domain;PF01017:144-185:STAT transcription factor, coiled-coil domain	NO		NOT_APPLICABLE	0	0			D2KFR9|PF01017|144-185	A0A669KB52	SAME_GENE_MODCRE_SUMMARY_V2_EXPLICIT_ACCESSION	UNREVIEWED	636	PF02864:322-458:STAT protein, DNA binding domain	/data/sbi/interchange/boliva/patricia/models/TFS_A0A669KB52:136:624_1bf5_A_1.pdb	136-624	PASS_NONEMPTY_PROTEIN_DNA_INTERFACE	162	8	5	636	100.00	4	2.92	100.00	185-188	HIGH_CONFIDENCE_DBD_ABSENT	ACCESSION_LACKS_DBD	CANONICAL_REFERENCE_INTERFACE_VALID	NO_SEND_CANONICAL_REFERENCE_ONLY	DISPLAY_ACCESSION_DNA_STRUCTURE_UNAVAILABLE_CANONICAL_REFERENCE_SEPARATE	Canonical DBD coverage is at most 10%, while at least 40 non-DBD canonical residues align at at least 80% identity. PWM/database inclusion is not changed by this structural recommendation.	NO		HIGH
D6RAB1	LEF1	FAILED_ACCESSION_ANNOTATION	Lymphoid enhancer binding factor 1	UNREVIEWED	173	30d0c88d433fb9eceef773e2a201ae4d6cc1fbd5ea251d7654a1d0080b808acf	Identical_PWM	MA0768.1	CTNNB1_binding	PF08347:2-145:N-terminal CTNNB1 binding			PF08347:2-145:N-terminal CTNNB1 binding	NO		NOT_APPLICABLE	0	0				Q9UJU2	SAME_GENE_MODCRE_SUMMARY_V2_EXPLICIT_ACCESSION	REVIEWED	399	PF00505:299-367:HMG (high mobility group) box	/data/sbi/interchange/boliva/patricia/models/TFS_Q9UJU2:297:366_4s2q_D_1.pdb	297-366	PASS_NONEMPTY_PROTEIN_DNA_INTERFACE	280	18	12	399	100.00	3	4.35	100.00	169-171	HIGH_CONFIDENCE_DBD_ABSENT	ACCESSION_LACKS_DBD	CANONICAL_REFERENCE_INTERFACE_VALID	NO_SEND_CANONICAL_REFERENCE_ONLY	DISPLAY_ACCESSION_DNA_STRUCTURE_UNAVAILABLE_CANONICAL_REFERENCE_SEPARATE	Canonical DBD coverage is at most 10%, while at least 40 non-DBD canonical residues align at at least 80% identity. PWM/database inclusion is not changed by this structural recommendation.	NO		HIGH
D6RID7	LEF1	FAILED_ACCESSION_ANNOTATION	Lymphoid enhancer binding factor 1	UNREVIEWED	133	3c6b5d9b391a45968f93520ab8e9b8fe0a2f5afbfc4c021e504825f28167449c	Homologous_PWM	M09392_2.00 (98.5%);MA0768.1 (98.5%)	CTNNB1_binding	PF08347:2-105:N-terminal CTNNB1 binding			PF08347:2-105:N-terminal CTNNB1 binding	NO		NOT_APPLICABLE	0	0				Q9UJU2	SAME_GENE_MODCRE_SUMMARY_V2_EXPLICIT_ACCESSION	REVIEWED	399	PF00505:299-367:HMG (high mobility group) box	/data/sbi/interchange/boliva/patricia/models/TFS_Q9UJU2:297:366_4s2q_D_1.pdb	297-366	PASS_NONEMPTY_PROTEIN_DNA_INTERFACE	280	18	12	399	78.95	12	17.39	75.00	98-109	UNCERTAIN_MANUAL_REVIEW	UNCERTAIN_MANUAL_REVIEW	CANONICAL_REFERENCE_INTERFACE_VALID	MANUAL_REVIEW_BEFORE_SENDING	NO_DISPLAY_CHANGE_PENDING_MANUAL_REVIEW	Available evidence does not meet an approved automatic present/absent rule. PWM/database inclusion is not changed by this structural recommendation.	YES	Canonical alignment evidence is UNCERTAIN_MANUAL_REVIEW.	LOW
D6RIV1	LEF1	FAILED_ACCESSION_ANNOTATION	Lymphoid enhancer binding factor 1	UNREVIEWED	145	b07cff1f89f2f0e375e8acf4f6782e5e08487760b851a49fe1a006ac6532c22c	Identical_PWM	M09392_2.00	CTNNB1_binding	PF08347:2-145:N-terminal CTNNB1 binding			PF08347:2-145:N-terminal CTNNB1 binding	NO		NOT_APPLICABLE	0	0				Q9UJU2	SAME_GENE_MODCRE_SUMMARY_V2_EXPLICIT_ACCESSION	REVIEWED	399	PF00505:299-367:HMG (high mobility group) box	/data/sbi/interchange/boliva/patricia/models/TFS_Q9UJU2:297:366_4s2q_D_1.pdb	297-366	PASS_NONEMPTY_PROTEIN_DNA_INTERFACE	280	18	12	399	100.00	4	5.80	100.00	142-145	HIGH_CONFIDENCE_DBD_ABSENT	ACCESSION_LACKS_DBD	CANONICAL_REFERENCE_INTERFACE_VALID	NO_SEND_CANONICAL_REFERENCE_ONLY	DISPLAY_ACCESSION_DNA_STRUCTURE_UNAVAILABLE_CANONICAL_REFERENCE_SEPARATE	Canonical DBD coverage is at most 10%, while at least 40 non-DBD canonical residues align at at least 80% identity. PWM/database inclusion is not changed by this structural recommendation.	NO		HIGH
E0ZS57	TEF	FAILED_ACCESSION_ANNOTATION	Thyrotrophic embryonic factor	UNREVIEWED	114	fb184304b68ec50953e3e1fe8a4f34e7bba420c303157e72ca6f75bc0648359f	Identical_PWM	M04326_2.00						NO		NOT_APPLICABLE	0	0				Q10587	SAME_GENE_MODCRE_SUMMARY_V2_EXPLICIT_ACCESSION	REVIEWED	303	PF07716:232-285:Basic region leucine zipper	/data/sbi/interchange/boliva/patricia/models/TFS_Q10587:230:292_1gtw_B_1.pdb	230-292	PASS_NONEMPTY_PROTEIN_DNA_INTERFACE	258	28	19	308	100.00	3	5.56	100.00	110-112	HIGH_CONFIDENCE_DBD_ABSENT	ACCESSION_LACKS_DBD	CANONICAL_REFERENCE_INTERFACE_VALID	NO_SEND_CANONICAL_REFERENCE_ONLY	DISPLAY_ACCESSION_DNA_STRUCTURE_UNAVAILABLE_CANONICAL_REFERENCE_SEPARATE	Canonical DBD coverage is at most 10%, while at least 40 non-DBD canonical residues align at at least 80% identity. PWM/database inclusion is not changed by this structural recommendation.	NO		HIGH
E5RG75	TCF7	FAILED_ACCESSION_ANNOTATION	Transcription factor 7	UNREVIEWED	147	541f26cfd917a61687f7ee035e0d1bc3a20d0871842bf01fd3a7e6f39b50c252	Identical_PWM	MA0769.2	CTNNB1_binding	PF08347:1-97:N-terminal CTNNB1 binding			PF08347:1-97:N-terminal CTNNB1 binding	NO		NOT_APPLICABLE	0	0				E5RHL1	SAME_GENE_MODCRE_SUMMARY_V2_EXPLICIT_ACCESSION	UNREVIEWED	143	MODEL_INTERVAL:127-139	/data/sbi/interchange/boliva/patricia/models/TFS_E5RHL1:127:139_4euw_A_1.pdb	127-139	PASS_NONEMPTY_PROTEIN_DNA_INTERFACE	128	7	8	168	96.72	0	0.00	0.00		HIGH_CONFIDENCE_DBD_ABSENT	ACCESSION_LACKS_DBD	CANONICAL_REFERENCE_INTERFACE_VALID	NO_SEND_CANONICAL_REFERENCE_ONLY	DISPLAY_ACCESSION_DNA_STRUCTURE_UNAVAILABLE_CANONICAL_REFERENCE_SEPARATE	Canonical DBD coverage is at most 10%, while at least 40 non-DBD canonical residues align at at least 80% identity. PWM/database inclusion is not changed by this structural recommendation.	NO		HIGH
E5RJ51	TCF7	FAILED_ACCESSION_ANNOTATION	Transcription factor 7	UNREVIEWED	122	ac3cc2ca408e78f3bee80ebc0bc907e1a1d5624bfdef28b4a15c638d5b1ba165	Identical_PWM	MA0769.2	DUF605,CTNNB1_binding	PF08347:1-97:N-terminal CTNNB1 binding			PF08347:1-97:N-terminal CTNNB1 binding	NO		NOT_APPLICABLE	0	0				E5RHL1	SAME_GENE_MODCRE_SUMMARY_V2_EXPLICIT_ACCESSION	UNREVIEWED	143	MODEL_INTERVAL:127-139	/data/sbi/interchange/boliva/patricia/models/TFS_E5RHL1:127:139_4euw_A_1.pdb	127-139	PASS_NONEMPTY_PROTEIN_DNA_INTERFACE	128	7	8	168	95.88	0	0.00	0.00		HIGH_CONFIDENCE_DBD_ABSENT	ACCESSION_LACKS_DBD	CANONICAL_REFERENCE_INTERFACE_VALID	NO_SEND_CANONICAL_REFERENCE_ONLY	DISPLAY_ACCESSION_DNA_STRUCTURE_UNAVAILABLE_CANONICAL_REFERENCE_SEPARATE	Canonical DBD coverage is at most 10%, while at least 40 non-DBD canonical residues align at at least 80% identity. PWM/database inclusion is not changed by this structural recommendation.	NO		HIGH
E7EU07	PPARG	FAILED_ACCESSION_ANNOTATION	Peroxisome proliferator-activated receptor gamma (PPAR-gamma) (Nuclear receptor subfamily 1 group C member 3)	UNREVIEWED	97	a433fac3b75f1d3b0f37010dc52b0f9d7107aefd58885d06a89720ca6b0a7fc2	Identical_PWM	M11139_2.00	PPARgamma_N	PF12577:1-78:PPAR gamma N-terminal region			PF12577:1-78:PPAR gamma N-terminal region	NO		NOT_APPLICABLE	0	0				Q4W4C7	SAME_GENE_MODCRE_SUMMARY_V2_EXPLICIT_ACCESSION	UNREVIEWED	280	PF00105:124-190:Double treble clef zinc finger, C4 type	/data/sbi/interchange/boliva/patricia/models/TFS_Q4W4C7:121:201_1a6y_B_1.pdb	121-201	PASS_NONEMPTY_PROTEIN_DNA_INTERFACE	670	20	17	280	100.00	2	2.99	100.00	92-93	HIGH_CONFIDENCE_DBD_ABSENT	ACCESSION_LACKS_DBD	CANONICAL_REFERENCE_INTERFACE_VALID	NO_SEND_CANONICAL_REFERENCE_ONLY	DISPLAY_ACCESSION_DNA_STRUCTURE_UNAVAILABLE_CANONICAL_REFERENCE_SEPARATE	Canonical DBD coverage is at most 10%, while at least 40 non-DBD canonical residues align at at least 80% identity. PWM/database inclusion is not changed by this structural recommendation.	NO		HIGH
E9PKB7	TEAD1	FAILED_ACCESSION_ANNOTATION	TEA domain transcription factor 1	UNREVIEWED	330	c887fd4935d15664706a1d3279a66a36d37deb4d9bf4bf3e01ed9eb74eee384c	Identical_PWM	MA0090.1	TEA	PF17725:119-327:YAP binding domain			PF17725:119-327:YAP binding domain	NO		NOT_APPLICABLE	0	0			E9PKB7|PF17725|119-327	H0YE88	SAME_GENE_MODCRE_SUMMARY_V2_EXPLICIT_ACCESSION	UNREVIEWED	426	PF01285:32-98:TEA/ATTS domain	/data/sbi/interchange/boliva/patricia/models/TFS_H0YE88:31:104_5nnx_A_1.pdb	31-104	PASS_NONEMPTY_PROTEIN_DNA_INTERFACE	178	10	6	426	98.48	9	13.43	55.56	3-11	UNCERTAIN_MANUAL_REVIEW	UNCERTAIN_MANUAL_REVIEW	CANONICAL_REFERENCE_INTERFACE_VALID	MANUAL_REVIEW_BEFORE_SENDING	NO_DISPLAY_CHANGE_PENDING_MANUAL_REVIEW	Available evidence does not meet an approved automatic present/absent rule. PWM/database inclusion is not changed by this structural recommendation.	YES	Canonical alignment evidence is UNCERTAIN_MANUAL_REVIEW.	LOW
E9PL67	HINFP	FAILED_ACCESSION_ANNOTATION	Histone H4 transcription factor	UNREVIEWED	100	3d90ddc60cc60a8aabd93ae831c7e07ff115bfa7c2e3bb7651577aebe4a8f6bb	Identical_PWM	MA0131.1	FAST_1					NO		NOT_APPLICABLE	0	0				Q9BQA5	SAME_GENE_MODCRE_SUMMARY_V2_EXPLICIT_ACCESSION	REVIEWED	517	PF13894:229-251:C2H2-type zinc finger;PF00096:255-278:Zinc finger, C2H2 type;PF00096:345-368:Zinc finger, C2H2 type	/data/sbi/interchange/boliva/patricia/models/TFS_Q9BQA5:174:365_5wjq_D_1.pdb	174-365	PASS_NONEMPTY_PROTEIN_DNA_INTERFACE	467	58	37	517	100.00	13	9.29	100.00	84-96	HIGH_CONFIDENCE_DBD_ABSENT	ACCESSION_LACKS_DBD	CANONICAL_REFERENCE_INTERFACE_VALID	NO_SEND_CANONICAL_REFERENCE_ONLY	DISPLAY_ACCESSION_DNA_STRUCTURE_UNAVAILABLE_CANONICAL_REFERENCE_SEPARATE	Canonical DBD coverage is at most 10%, while at least 40 non-DBD canonical residues align at at least 80% identity. PWM/database inclusion is not changed by this structural recommendation.	NO		HIGH
E9PN75	EHF	FAILED_ACCESSION_ANNOTATION	ETS homologous factor	UNREVIEWED	166	57fc9be69ce1577e494d0c4d74397314f88fe8195d40d7e7c86b003c9219bba6	Identical_PWM	M09053_2.00	SAM_PNT,Ste50p-SAM	PF02198:36-114:Sterile alpha motif (SAM)/Pointed domain			PF02198:36-114:Sterile alpha motif (SAM)/Pointed domain	NO		NOT_APPLICABLE	0	0				Q9NZC4	SAME_GENE_MODCRE_SUMMARY_V2_EXPLICIT_ACCESSION	REVIEWED	300	PF00178:207-288:Ets-domain	/data/sbi/interchange/boliva/patricia/models/TFS_Q9NZC4:206:299_3jtg_A_1.pdb	206-299	PASS_NONEMPTY_PROTEIN_DNA_INTERFACE	224	14	7	300	100.00	4	4.88	100.00	162-165	HIGH_CONFIDENCE_DBD_ABSENT	ACCESSION_LACKS_DBD	CANONICAL_REFERENCE_INTERFACE_VALID	NO_SEND_CANONICAL_REFERENCE_ONLY	DISPLAY_ACCESSION_DNA_STRUCTURE_UNAVAILABLE_CANONICAL_REFERENCE_SEPARATE	Canonical DBD coverage is at most 10%, while at least 40 non-DBD canonical residues align at at least 80% identity. PWM/database inclusion is not changed by this structural recommendation.	NO		HIGH
E9PPS9	EHF	FAILED_ACCESSION_ANNOTATION	ETS homologous factor	UNREVIEWED	126	c58efdd340c37f63fcb61adafd17e679bb972d3b246aefeb35cf408891e622c5	Identical_PWM	M09053_2.00	SAM_PNT,Ste50p-SAM	PF02198:36-114:Sterile alpha motif (SAM)/Pointed domain			PF02198:36-114:Sterile alpha motif (SAM)/Pointed domain	NO		NOT_APPLICABLE	0	0				Q9NZC4	SAME_GENE_MODCRE_SUMMARY_V2_EXPLICIT_ACCESSION	REVIEWED	300	PF00178:207-288:Ets-domain	/data/sbi/interchange/boliva/patricia/models/TFS_Q9NZC4:206:299_3jtg_A_1.pdb	206-299	PASS_NONEMPTY_PROTEIN_DNA_INTERFACE	224	14	7	300	98.41	3	3.66	100.00	122-124	HIGH_CONFIDENCE_DBD_ABSENT	ACCESSION_LACKS_DBD	CANONICAL_REFERENCE_INTERFACE_VALID	NO_SEND_CANONICAL_REFERENCE_ONLY	DISPLAY_ACCESSION_DNA_STRUCTURE_UNAVAILABLE_CANONICAL_REFERENCE_SEPARATE	Canonical DBD coverage is at most 10%, while at least 40 non-DBD canonical residues align at at least 80% identity. PWM/database inclusion is not changed by this structural recommendation.	NO		HIGH
E9PQA2	USF1	FAILED_ACCESSION_ANNOTATION	Upstream transcription factor 1	UNREVIEWED	105	135f203510d613d63abdfefd5eadab84e3fcc009f63dc5b1c5e571245acf0e07	Identical_PWM	MA0093.1						NO		NOT_APPLICABLE	0	0				H0YD59	SAME_GENE_MODCRE_SUMMARY_V2_EXPLICIT_ACCESSION	UNREVIEWED	165	PF00010:67-101:Helix-loop-helix DNA-binding domain	/data/sbi/interchange/boliva/patricia/models/TFS_H0YD59:63:102_4h10_A_1.pdb	63-102	PASS_NONEMPTY_PROTEIN_DNA_INTERFACE	175	12	11	166	33.65	14	40.00	35.71	50-63	UNCERTAIN_MANUAL_REVIEW	UNCERTAIN_MANUAL_REVIEW	CANONICAL_REFERENCE_INTERFACE_VALID	MANUAL_REVIEW_BEFORE_SENDING	NO_DISPLAY_CHANGE_PENDING_MANUAL_REVIEW	Available evidence does not meet an approved automatic present/absent rule. PWM/database inclusion is not changed by this structural recommendation.	YES	Canonical alignment evidence is UNCERTAIN_MANUAL_REVIEW.	LOW
E9PQR6	EHF	FAILED_ACCESSION_ANNOTATION	ETS homologous factor	UNREVIEWED	173	616cf02ff157a32bdf0ead204fdfdfba4cdb4e23eb76e0929ae5770fbc7e23eb	Identical_PWM	MA0598.1	SAM_PNT,Ste50p-SAM	PF02198:36-114:Sterile alpha motif (SAM)/Pointed domain			PF02198:36-114:Sterile alpha motif (SAM)/Pointed domain	NO		NOT_APPLICABLE	0	0				Q9NZC4	SAME_GENE_MODCRE_SUMMARY_V2_EXPLICIT_ACCESSION	REVIEWED	300	PF00178:207-288:Ets-domain	/data/sbi/interchange/boliva/patricia/models/TFS_Q9NZC4:206:299_3jtg_A_1.pdb	206-299	PASS_NONEMPTY_PROTEIN_DNA_INTERFACE	224	14	7	300	100.00	3	3.66	100.00	171-173	HIGH_CONFIDENCE_DBD_ABSENT	ACCESSION_LACKS_DBD	CANONICAL_REFERENCE_INTERFACE_VALID	NO_SEND_CANONICAL_REFERENCE_ONLY	DISPLAY_ACCESSION_DNA_STRUCTURE_UNAVAILABLE_CANONICAL_REFERENCE_SEPARATE	Canonical DBD coverage is at most 10%, while at least 40 non-DBD canonical residues align at at least 80% identity. PWM/database inclusion is not changed by this structural recommendation.	NO		HIGH
E9PQX0	EHF	FAILED_ACCESSION_ANNOTATION	ETS homologous factor	UNREVIEWED	158	f3e508997bddcd268ab1537767d0f2ef8fd968459632fb3ab41007f6bdf79d9a	Identical_PWM	M09053_2.00	SAM_PNT,Ste50p-SAM	PF02198:36-114:Sterile alpha motif (SAM)/Pointed domain			PF02198:36-114:Sterile alpha motif (SAM)/Pointed domain	NO		NOT_APPLICABLE	0	0				Q9NZC4	SAME_GENE_MODCRE_SUMMARY_V2_EXPLICIT_ACCESSION	REVIEWED	300	PF00178:207-288:Ets-domain	/data/sbi/interchange/boliva/patricia/models/TFS_Q9NZC4:206:299_3jtg_A_1.pdb	206-299	PASS_NONEMPTY_PROTEIN_DNA_INTERFACE	224	14	7	300	100.00	4	4.88	100.00	155-158	HIGH_CONFIDENCE_DBD_ABSENT	ACCESSION_LACKS_DBD	CANONICAL_REFERENCE_INTERFACE_VALID	NO_SEND_CANONICAL_REFERENCE_ONLY	DISPLAY_ACCESSION_DNA_STRUCTURE_UNAVAILABLE_CANONICAL_REFERENCE_SEPARATE	Canonical DBD coverage is at most 10%, while at least 40 non-DBD canonical residues align at at least 80% identity. PWM/database inclusion is not changed by this structural recommendation.	NO		HIGH
F5GWL1	SOX5	FAILED_ACCESSION_ANNOTATION	SRY-box transcription factor 5	UNREVIEWED	144	87b5a822789249580033d2f5dc4b3bfca3cb5cef68d97f029c58b4e8dfd72e77	Identical_PWM	M11309_2.00						NO		NOT_APPLICABLE	0	0				P35711	SAME_GENE_MODCRE_SUMMARY_V2_EXPLICIT_ACCESSION	REVIEWED	763	PF00505:556-624:HMG (high mobility group) box	/data/sbi/interchange/boliva/patricia/models/TFS_P35711:553:634_1j46_A_1.pdb	553-634	PASS_NONEMPTY_PROTEIN_DNA_INTERFACE	476	30	17	763	100.00	5	7.25	100.00	134-138	HIGH_CONFIDENCE_DBD_ABSENT	ACCESSION_LACKS_DBD	CANONICAL_REFERENCE_INTERFACE_VALID	NO_SEND_CANONICAL_REFERENCE_ONLY	DISPLAY_ACCESSION_DNA_STRUCTURE_UNAVAILABLE_CANONICAL_REFERENCE_SEPARATE	Canonical DBD coverage is at most 10%, while at least 40 non-DBD canonical residues align at at least 80% identity. PWM/database inclusion is not changed by this structural recommendation.	NO		HIGH
F6X9D6	RFX5	FAILED_ACCESSION_ANNOTATION	Regulatory factor X5	UNREVIEWED	123	85c9b43d8fff47e624077fa63177842f8f71332fdd7e85f841c26522c1de5222	Identical_PWM	MA0510.1	RFX_DNA_binding,Pox_D5	PF18326:28-86:RFX5 N-terminal domain			PF18326:28-86:RFX5 N-terminal domain	NO		NOT_APPLICABLE	0	0											NOT_VALIDATED										NO_CANONICAL_REFERENCE	UNCERTAIN_MANUAL_REVIEW	NO_CANONICAL_REFERENCE_FOUND	MANUAL_REVIEW_BEFORE_SENDING	NO_DISPLAY_CHANGE_PENDING_MANUAL_REVIEW	Available evidence does not meet an approved automatic present/absent rule. PWM/database inclusion is not changed by this structural recommendation.	YES	No decisive reviewed-Pfam or canonical-alignment evidence.	LOW
G3V0H1	SOX5	FAILED_ACCESSION_ANNOTATION	SRY-box transcription factor 5	UNREVIEWED	128	c11eff9c663bd566fd83ae6db06d7fc22245940def6d19ce69c594100a7d7036	Homologous_PWM	M09404_2.00 (73.7%);M11309_2.00 (76.1%);MA0087.1 (73.1%)						NO		NOT_APPLICABLE	0	0				P35711	SAME_GENE_MODCRE_SUMMARY_V2_EXPLICIT_ACCESSION	REVIEWED	763	PF00505:556-624:HMG (high mobility group) box	/data/sbi/interchange/boliva/patricia/models/TFS_P35711:553:634_1j46_A_1.pdb	553-634	PASS_NONEMPTY_PROTEIN_DNA_INTERFACE	476	30	17	763	100.00	7	10.14	100.00	112-118	UNCERTAIN_MANUAL_REVIEW	UNCERTAIN_MANUAL_REVIEW	CANONICAL_REFERENCE_INTERFACE_VALID	MANUAL_REVIEW_BEFORE_SENDING	NO_DISPLAY_CHANGE_PENDING_MANUAL_REVIEW	Available evidence does not meet an approved automatic present/absent rule. PWM/database inclusion is not changed by this structural recommendation.	YES	Canonical alignment evidence is UNCERTAIN_MANUAL_REVIEW.	LOW
