failed_accession	gene	protein_description	failed_sequence_length	failed_sequence_sha256	DBD_disposition	expected_DBD_type	expected_DBD_canonical_start	expected_DBD_canonical_end	DBD_aligned_residues	DBD_coverage_percent	DBD_identity_percent	failed_coordinates_corresponding_to_DBD	reviewed_canonical_accession	model_bearing_accession	actual_accession_represented_by_PDB	canonical_reference_model	canonical_reference_interface_status	valid_existing_fragment_model	original_fragment_status	primary_structural_status	action_for_baldo	send_coordinates	database_display_recommendation	decision_reason	remaining_uncertainty	fusion_parent_analysis	local_sequence_search_results	draft_status
F5GWL1	SOX5	SRY-box transcription factor 5	144	87b5a822789249580033d2f5dc4b3bfca3cb5cef68d97f029c58b4e8dfd72e77	NO_DBD				0	0.00	0.00		P35711	P35711	P35711	/data/sbi/interchange/boliva/patricia/models/TFS_P35711:553:634_1j46_A_1.pdb	PASS_NONEMPTY_PROTEIN_DNA_INTERFACE	NO	NO_VALID_DBD_FRAGMENT	ACCESSION_LACKS_DBD	NO_SEND_CANONICAL_REFERENCE_ONLY		Canonical same-gene reference available from accession P35711; label explicitly as a reference.	Canonical DBD coverage is at most 10%, while at least 40 non-DBD canonical residues align at at least 80% identity. PWM/database inclusion is not changed by this structural recommendation.				FINAL_ADJUDICATION_DRAFT_NOT_PUBLIC
F6X9D6	RFX5	Regulatory factor X5	123	85c9b43d8fff47e624077fa63177842f8f71332fdd7e85f841c26522c1de5222	INCOMPLETE_DBD	PF02257:RFX DNA-binding domain	91	167	30	38.96	100.00	91-120	P48382				NOT_VALIDATED	NO	NO_VALID_DBD_FRAGMENT	ACCESSION_CONTAINS_INCOMPLETE_DBD	NO_SEND_MARK_DNA_STRUCTURE_UNAVAILABLE		Accession contains only an incomplete DBD.	Only part of the expected canonical DBD is present; the accession cannot provide a complete modelable DBD.				FINAL_ADJUDICATION_DRAFT_NOT_PUBLIC
G3V0H1	SOX5	SRY-box transcription factor 5	128	c11eff9c663bd566fd83ae6db06d7fc22245940def6d19ce69c594100a7d7036	UNCERTAIN	PF00505:HMG (high mobility group) box	556	624	7	10.14	100.00	112-118	P35711	P35711	P35711	/data/sbi/interchange/boliva/patricia/models/TFS_P35711:553:634_1j46_A_1.pdb	PASS_NONEMPTY_PROTEIN_DNA_INTERFACE	NO	NO_VALID_DBD_FRAGMENT	UNCERTAIN_MANUAL_REVIEW	MANUAL_REVIEW_BEFORE_SENDING		Manual review unresolved.	Available evidence does not meet an approved automatic present/absent rule. PWM/database inclusion is not changed by this structural recommendation.	Coverage/identity does not satisfy a conservative automatic rule.			FINAL_ADJUDICATION_DRAFT_NOT_PUBLIC
G3V289	FOS	Protein c-Fos (Cellular oncogene fos)	170	7af35744005ed25ccc3c97a8dd73cd9c17cb53c8255d3bd0643854436cd2b818	UNCERTAIN	PF00170:bZIP transcription factor	135	194	7	11.67	57.14	132-138	P01100	P01100	P01100	/data/sbi/interchange/boliva/patricia/models/TFS_P01100:135:193_2e42_B_1.pdb	PASS_NONEMPTY_PROTEIN_DNA_INTERFACE	NO	NO_VALID_DBD_FRAGMENT	UNCERTAIN_MANUAL_REVIEW	MANUAL_REVIEW_BEFORE_SENDING		Manual review unresolved.	Available evidence does not meet an approved automatic present/absent rule. PWM/database inclusion is not changed by this structural recommendation.	Coverage/identity does not satisfy a conservative automatic rule.			FINAL_ADJUDICATION_DRAFT_NOT_PUBLIC
G3V302	MAX	MYC associated factor X	97	e59833a54b616e11a62591ae7bc85270e2bce504bedcf75e1dbc228a4a3164d0	UNCERTAIN	PF00010:Helix-loop-helix DNA-binding domain	24	74	25	49.02	52.00	9-33	P61244	Q8TAX8	Q8TAX8	/data/sbi/interchange/boliva/patricia/models/TFS_Q8TAX8:10:75_1am9_A_1.pdb	PASS_NONEMPTY_PROTEIN_DNA_INTERFACE	NO	NO_VALID_DBD_FRAGMENT	UNCERTAIN_MANUAL_REVIEW	MANUAL_REVIEW_BEFORE_SENDING		Manual review unresolved.	Available evidence does not meet an approved automatic present/absent rule. PWM/database inclusion is not changed by this structural recommendation.	Coverage/identity does not satisfy a conservative automatic rule.			FINAL_ADJUDICATION_DRAFT_NOT_PUBLIC
G3V447	ZBTB1	Zinc finger and BTB domain-containing protein 1	155	ec21bb2d144af2f61c0c3a3e8dccd21c7889223840504348190e6cb0fe13229d	UNCERTAIN				0	0.00	0.00						NOT_VALIDATED	NO	NO_VALID_DBD_FRAGMENT	UNCERTAIN_MANUAL_REVIEW	MANUAL_REVIEW_BEFORE_SENDING		Manual review unresolved.	Available evidence does not meet an approved automatic present/absent rule. PWM/database inclusion is not changed by this structural recommendation.	No reviewed canonical accession with supported DBD coordinates was resolved.			FINAL_ADJUDICATION_DRAFT_NOT_PUBLIC
H0Y797	TEF	TEF transcription factor, PAR bZIP family member	184	e1e5982ed5496761118d26759a3a2a0915cc742debfae2900f9dbc01104c2686	NO_DBD				0	0.00	0.00		Q10587	Q10587	Q10587	/data/sbi/interchange/boliva/patricia/models/TFS_Q10587:230:292_1gtw_B_1.pdb	PASS_NONEMPTY_PROTEIN_DNA_INTERFACE	NO	NO_VALID_DBD_FRAGMENT	ACCESSION_LACKS_DBD	NO_SEND_CANONICAL_REFERENCE_ONLY		Canonical same-gene reference available from accession Q10587; label explicitly as a reference.	Canonical DBD coverage is at most 10%, while at least 40 non-DBD canonical residues align at at least 80% identity. PWM/database inclusion is not changed by this structural recommendation.				FINAL_ADJUDICATION_DRAFT_NOT_PUBLIC
H0Y7E5	SREBF2	Sterol regulatory element binding transcription factor 2	257	9bedf3e640b606a7368c91f2c91c265507b61deb76c3554603089251204a8b8a	UNCERTAIN	PF00010:Helix-loop-helix DNA-binding domain	331	381	9	17.65	66.67	65-73	Q12772	Q12772	Q12772	/data/sbi/interchange/boliva/patricia/models/TFS_Q12772:323:398_1hlo_A_1.pdb	PASS_NONEMPTY_PROTEIN_DNA_INTERFACE	NO	NO_VALID_DBD_FRAGMENT	UNCERTAIN_MANUAL_REVIEW	MANUAL_REVIEW_BEFORE_SENDING		Manual review unresolved.	Available evidence does not meet an approved automatic present/absent rule. PWM/database inclusion is not changed by this structural recommendation.	Coverage/identity does not satisfy a conservative automatic rule.			FINAL_ADJUDICATION_DRAFT_NOT_PUBLIC
H0YG25	ETV6	ETS variant transcription factor 6	88	9d9208e433539e9f513723379ff06cfbf9af2b1a590e67c3429ee4aa3f6676ea	NO_DBD				0	0.00	0.00		A0A0S2Z3C9	A0A0S2Z3C9	A0A0S2Z3C9	/data/sbi/interchange/boliva/patricia/models/TFS_A0A0S2Z3C9:339:428_4mhg_A_1.pdb	PASS_NONEMPTY_PROTEIN_DNA_INTERFACE	NO	NON_DBD_CONTACTS_NOT_ACCEPTED	ACCESSION_LACKS_DBD	NO_SEND_CANONICAL_REFERENCE_ONLY		Canonical same-gene reference available from accession A0A0S2Z3C9; label explicitly as a reference.	Canonical DBD coverage is at most 10%, while at least 40 non-DBD canonical residues align at at least 80% identity. PWM/database inclusion is not changed by this structural recommendation.				FINAL_ADJUDICATION_DRAFT_NOT_PUBLIC
H0YGT3	ESRRA	Estrogen related receptor alpha	198	fcacbad5b737df17dd584fcc5ce50e122afaf4299a408bca3fd4d7317ff7350f	NO_DBD	PF00105:Double treble clef zinc finger, C4 type	78	146	0	0.00	0.00		P11474	F5H0E9	F5H0E9	/data/sbi/interchange/boliva/patricia/models/TFS_F5H0E9:1:19_1lo1_A_1.pdb	PASS_NONEMPTY_PROTEIN_DNA_INTERFACE	NO	NO_VALID_DBD_FRAGMENT	ACCESSION_LACKS_DBD	NO_SEND_CANONICAL_REFERENCE_ONLY		Canonical same-gene reference available from accession P11474; label explicitly as a reference.	DBD coverage is at most 10%; at least 40 non-DBD residues align at at least 80% identity.				FINAL_ADJUDICATION_DRAFT_NOT_PUBLIC
H0YNG1	POU2F2	POU domain, class 2, transcription factor 1 (NF-A1) (Octamer-binding protein 1) (Octamer-binding transcription factor 1)	198	2417d610f7b32fa41cb57a012a4fa8879dd6bafe5669016491e427da7bc3888c	UNCERTAIN	PF00157:Pou domain - N-terminal to homeobox domain;PF00046:Homeodomain	199	354	61	39.10	55.74	83-144	P09086	U3KQ96	U3KQ96	/data/sbi/interchange/boliva/patricia/models/TFS_U3KQ96:189:262_1e3o_C_1.pdb	PASS_NONEMPTY_PROTEIN_DNA_INTERFACE	NO	NO_VALID_DBD_FRAGMENT	UNCERTAIN_MANUAL_REVIEW	MANUAL_REVIEW_BEFORE_SENDING		Manual review unresolved.	Available evidence does not meet an approved automatic present/absent rule. PWM/database inclusion is not changed by this structural recommendation.	Coverage/identity does not satisfy a conservative automatic rule.			FINAL_ADJUDICATION_DRAFT_NOT_PUBLIC
H2BNB9	ETV6;INO80D	ETV6/INO80D fusion protein	724	a22f337360bf3fc398159b085c0bd7b9304e25e92a7b1cfec3c1015a6f583c43	UNCERTAIN				0	0.00	0.00						NOT_VALIDATED	NO	NO_VALID_DBD_FRAGMENT	UNCERTAIN_MANUAL_REVIEW	MANUAL_REVIEW_BEFORE_SENDING		Manual review unresolved.	Parent-by-parent alignments do not demonstrate a complete high-confidence DBD.	Fusion structure and breakpoint remain unresolved; no TF-parent DBD is assumed.	"[{""DBD_aligned_residues"":80,""DBD_coverage_percent"":100.0,""DBD_end"":420,""DBD_identity_percent"":43.75,""DBD_start"":341,""complete_DBD"":false,""expected_DBD_type"":""PF00178:Ets-domain"",""failed_coordinates"":""371-539"",""matched_parent_span"":""1-446"",""parent_accession"":""P41212"",""parent_gene"":""ETV6"",""parent_sequence_length"":452,""partial_DBD"":false,""relationship"":""COVERS_DBD_COORDINATE_SPAN_LOW_IDENTITY""},{""DBD_aligned_residues"":0,""DBD_coverage_percent"":0.0,""DBD_end"":"""",""DBD_identity_percent"":0.0,""DBD_start"":"""",""complete_DBD"":false,""expected_DBD_type"":"""",""failed_coordinates"":"""",""matched_parent_span"":"""",""parent_accession"":""Q53TQ3"",""parent_gene"":""INO80D"",""parent_sequence_length"":1027,""partial_DBD"":false,""relationship"":""NO_CANONICAL_DBD_COORDINATES""}]"		FINAL_ADJUDICATION_DRAFT_NOT_PUBLIC
H7C4N4	TFAP2A	Transcription factor AP-2 alpha	81	78f425de8715f0a226605495f7248ece9b822567289068dd4cd0f455ba0394a9	COMPLETE_DBD				0	0.00	0.00						NOT_VALIDATED	YES	SENT_VALID	VALID_DBD_FRAGMENT_MODEL	NO_SEND_USE_EXISTING_DBD_FRAGMENT		Use validated DBD fragment model.	Reviewed expected-DBD Pfam fragment was sent and has a nonempty protein-DNA interface. PWM/database inclusion is not changed by this structural recommendation.				FINAL_ADJUDICATION_DRAFT_NOT_PUBLIC
I3L0A5	SOX5	SRY-box transcription factor 5	509	78f935cbe6db97250ca23fbce709ec58e134f22f76d248a613ca4af45b8df705	NO_DBD				0	0.00	0.00		P35711	P35711	P35711	/data/sbi/interchange/boliva/patricia/models/TFS_P35711:553:634_1j46_A_1.pdb	PASS_NONEMPTY_PROTEIN_DNA_INTERFACE	NO	NO_VALID_DBD_FRAGMENT	ACCESSION_LACKS_DBD	NO_SEND_CANONICAL_REFERENCE_ONLY		Canonical same-gene reference available from accession P35711; label explicitly as a reference.	Canonical DBD coverage is at most 10%, while at least 40 non-DBD canonical residues align at at least 80% identity. PWM/database inclusion is not changed by this structural recommendation.				FINAL_ADJUDICATION_DRAFT_NOT_PUBLIC
K7ELF3	TCF3	Transcription factor 3	151	f70272c4c8a307b352d3fe1dcb9cbd393db44bb38a58cb5f318d5daec87ad9c3	NO_DBD	PF00010:Helix-loop-helix DNA-binding domain	550	603	0	0.00	0.00		P15923	K7ENH8	K7ENH8	/data/sbi/interchange/boliva/patricia/models/TFS_K7ENH8:199:272_2ypb_B_1.pdb	PASS_NONEMPTY_PROTEIN_DNA_INTERFACE	NO	NO_VALID_DBD_FRAGMENT	ACCESSION_LACKS_DBD	NO_SEND_CANONICAL_REFERENCE_ONLY		Canonical same-gene reference available from accession P15923; label explicitly as a reference.	DBD coverage is at most 10%; at least 40 non-DBD residues align at at least 80% identity.				FINAL_ADJUDICATION_DRAFT_NOT_PUBLIC
K7EMD1	SREBF1	Sterol regulatory element binding transcription factor 1	157	ca70802f9d5fb06b268d4e59513f8c319212877390785fb348c7d840dbcec1f5	NO_DBD				0	0.00	0.00		P36956	P36956	P36956	/data/sbi/interchange/boliva/patricia/models/TFS_P36956:316:404_5i50_B_1.pdb	PASS_NONEMPTY_PROTEIN_DNA_INTERFACE	NO	NO_VALID_DBD_FRAGMENT	ACCESSION_LACKS_DBD	NO_SEND_CANONICAL_REFERENCE_ONLY		Canonical same-gene reference available from accession P36956; label explicitly as a reference.	Canonical DBD coverage is at most 10%, while at least 40 non-DBD canonical residues align at at least 80% identity. PWM/database inclusion is not changed by this structural recommendation.				FINAL_ADJUDICATION_DRAFT_NOT_PUBLIC
K7ENI0	TCF3	Transcription factor 3	95	08d55da11982374fa9e3b7b8864a82f3664847bff5e217c0fc040f13baeba56d	NO_DBD	PF00010:Helix-loop-helix DNA-binding domain	550	603	1	1.85	100.00	93-93	P15923	K7ENH8	K7ENH8	/data/sbi/interchange/boliva/patricia/models/TFS_K7ENH8:199:272_2ypb_B_1.pdb	PASS_NONEMPTY_PROTEIN_DNA_INTERFACE	NO	NO_VALID_DBD_FRAGMENT	ACCESSION_LACKS_DBD	NO_SEND_CANONICAL_REFERENCE_ONLY		Canonical same-gene reference available from accession P15923; label explicitly as a reference.	DBD coverage is at most 10%; at least 40 non-DBD residues align at at least 80% identity.				FINAL_ADJUDICATION_DRAFT_NOT_PUBLIC
O14593	RFXANK ANKRA1 RFXB	DNA-binding protein RFXANK (Ankyrin repeat family A protein 1) (Regulatory factor X subunit B) (RFX-B) (Regulatory factor X-associated ankyrin-containing protein)	260	a406c605b2e68f72fecaf4febdc2b23be3bf9fe35d82a0a8187c6d54eaadb05c	NO_DBD				0	0.00	0.00						NOT_VALIDATED	NO	NO_VALID_DBD_FRAGMENT	COFACTOR_OR_NON_DNA_BINDING_COMPONENT	NO_SEND_MARK_DNA_STRUCTURE_UNAVAILABLE		Non-DNA-binding cofactor/component; do not display as a DNA-bound TF structure.	Reviewed domain evidence supports a non-DNA-binding cofactor or complex component, not an accession DBD. PWM/database inclusion is not changed by this structural recommendation.				FINAL_ADJUDICATION_DRAFT_NOT_PUBLIC
O75780	PPARA	Peroxisome proliferator-activated receptor alpha	157	c471b134a55be57a2a12cab5060ee960bd28343c8356faab3d67d5d5ba0edd89	NO_DBD				0	0.00	0.00		Q07869	Q07869	Q07869	/data/sbi/interchange/boliva/patricia/models/TFS_Q07869:100:468_3e00_D_1.pdb	NOT_VALIDATED	NO	NO_VALID_DBD_FRAGMENT	ACCESSION_LACKS_DBD	NO_SEND_MARK_DNA_STRUCTURE_UNAVAILABLE		Canonical same-gene reference available from accession Q07869; label explicitly as a reference.	Canonical DBD coverage is at most 10%, while at least 40 non-DBD canonical residues align at at least 80% identity. PWM/database inclusion is not changed by this structural recommendation.				FINAL_ADJUDICATION_DRAFT_NOT_PUBLIC
Q13951	CBFB	Core-binding factor subunit beta (CBF-beta) (Polyomavirus enhancer-binding protein 2 beta subunit) (PEA2-beta) (PEBP2-beta) (SL3-3 enhancer factor 1 subunit beta) (SL3/AKV core-binding factor beta subunit)	182	f44381ccbfe8635ec21f7510e88fdbc2ab4d70eeb5c4539695c5cff384ab5f27	NO_DBD				0	0.00	0.00						NOT_VALIDATED	NO	NO_VALID_DBD_FRAGMENT	COFACTOR_OR_NON_DNA_BINDING_COMPONENT	NO_SEND_MARK_DNA_STRUCTURE_UNAVAILABLE		Non-DNA-binding cofactor/component; do not display as a DNA-bound TF structure.	Reviewed domain evidence supports a non-DNA-binding cofactor or complex component, not an accession DBD. PWM/database inclusion is not changed by this structural recommendation.				FINAL_ADJUDICATION_DRAFT_NOT_PUBLIC
Q59EB9	ZFX	X-linked zinc finger protein variant	436	d417b5ca799408ca56e43fa3ec82bcf4a5bf6cd47361e78f44902cf626b7e100	NO_DBD				0	0.00	0.00		B7ZKJ5	B7ZKJ5	B7ZKJ5	/data/sbi/interchange/boliva/patricia/models/TFS_B7ZKJ5:553:837_5wjq_D_1.pdb	PASS_NONEMPTY_PROTEIN_DNA_INTERFACE	NO	NO_VALID_DBD_FRAGMENT	ACCESSION_LACKS_DBD	NO_SEND_CANONICAL_REFERENCE_ONLY		Canonical same-gene reference available from accession B7ZKJ5; label explicitly as a reference.	Canonical DBD coverage is at most 10%, while at least 40 non-DBD canonical residues align at at least 80% identity. PWM/database inclusion is not changed by this structural recommendation.				FINAL_ADJUDICATION_DRAFT_NOT_PUBLIC
Q59EF3	TEAD1	TEA domain family member 1 variant	371	e823627235a31c2c51e91d9f52bb4158011cf3308ba64c8bcdc95667e5f63f07	UNCERTAIN	PF01285:TEA/ATTS domain	32	98	37	55.22	35.14	14-50	P28347	H0YE88	H0YE88	/data/sbi/interchange/boliva/patricia/models/TFS_H0YE88:31:104_5nnx_A_1.pdb	PASS_NONEMPTY_PROTEIN_DNA_INTERFACE	NO	NON_DBD_CONTACTS_NOT_ACCEPTED	UNCERTAIN_MANUAL_REVIEW	MANUAL_REVIEW_BEFORE_SENDING		Manual review unresolved.	Available evidence does not meet an approved automatic present/absent rule. PWM/database inclusion is not changed by this structural recommendation.	Coverage/identity does not satisfy a conservative automatic rule.			FINAL_ADJUDICATION_DRAFT_NOT_PUBLIC
Q5T4K9	CREB3L4	cAMP responsive element binding protein 3 like 4	217	3c867166879e823e65a67c6d85ce2bc30201019a907f645a2443068ff326743c	NO_DBD				0	0.00	0.00		Q8TEY5	Q8TEY5	Q8TEY5	/data/sbi/interchange/boliva/patricia/models/TFS_Q8TEY5:218:259_1t2k_C_1.pdb	PASS_NONEMPTY_PROTEIN_DNA_INTERFACE	NO	NO_VALID_DBD_FRAGMENT	ACCESSION_LACKS_DBD	NO_SEND_CANONICAL_REFERENCE_ONLY		Canonical same-gene reference available from accession Q8TEY5; label explicitly as a reference.	Canonical DBD coverage is at most 10%, while at least 40 non-DBD canonical residues align at at least 80% identity. PWM/database inclusion is not changed by this structural recommendation.				FINAL_ADJUDICATION_DRAFT_NOT_PUBLIC
Q5T4L2	CREB3L4	cAMP responsive element binding protein 3 like 4	182	cf1be96430ac3571a614def92e7afa3ee89b1603f5b2f48d305870f7c0cc14b1	NO_DBD				0	0.00	0.00		Q8TEY5	Q8TEY5	Q8TEY5	/data/sbi/interchange/boliva/patricia/models/TFS_Q8TEY5:218:259_1t2k_C_1.pdb	PASS_NONEMPTY_PROTEIN_DNA_INTERFACE	NO	NO_VALID_DBD_FRAGMENT	ACCESSION_LACKS_DBD	NO_SEND_CANONICAL_REFERENCE_ONLY		Canonical same-gene reference available from accession Q8TEY5; label explicitly as a reference.	Canonical DBD coverage is at most 10%, while at least 40 non-DBD canonical residues align at at least 80% identity. PWM/database inclusion is not changed by this structural recommendation.				FINAL_ADJUDICATION_DRAFT_NOT_PUBLIC
Q5VVR5	TCF7L2	Transcription factor 7 like 2	222	8550bbb04de314488e2078c6ed8fcd3e683a75cabe8aec655c3a946b709a3ff9	INCOMPLETE_DBD	PF00505:HMG (high mobility group) box	350	418	11	15.94	81.82	159-169	Q9NQB0	H0YEE5	H0YEE5	/data/sbi/interchange/boliva/patricia/models/TFS_H0YEE5:1:64_2lef_A_1.pdb	PASS_NONEMPTY_PROTEIN_DNA_INTERFACE	NO	NO_VALID_DBD_FRAGMENT	ACCESSION_CONTAINS_INCOMPLETE_DBD	NO_SEND_MARK_DNA_STRUCTURE_UNAVAILABLE		Accession contains only an incomplete DBD.	Only part of the expected canonical DBD is present; the accession cannot provide a complete modelable DBD.				FINAL_ADJUDICATION_DRAFT_NOT_PUBLIC
Q68D60	CREB3L2	Uncharacterized protein DKFZp686N2325	150	e7096cd645dc045418193eba5c16f3ed643b71df7e61d550ac0cda1c763972d2	NO_DBD	PF00170:bZIP transcription factor	292	354	0	0.00	0.00		Q70SY1				NOT_VALIDATED	NO	NO_VALID_DBD_FRAGMENT	ACCESSION_LACKS_DBD	NO_SEND_MARK_DNA_STRUCTURE_UNAVAILABLE		Canonical same-gene reference available from accession Q70SY1; label explicitly as a reference.	Local TF search resolves the gene and canonical alignment supports loss of the DBD.			"[{""accession"":""Q70SY1"",""aligned_residues"":150,""gene"":""CREB3L2"",""identity_percent"":99.33,""query_coverage_percent"":100.0,""sequence_length"":520},{""accession"":""A8KAI3"",""aligned_residues"":150,""gene"":"""",""identity_percent"":99.33,""query_coverage_percent"":100.0,""sequence_length"":520},{""accession"":""Q86WD1"",""aligned_residues"":150,""gene"":""PPARG"",""identity_percent"":95.33,""query_coverage_percent"":100.0,""sequence_length"":584},{""accession"":""A2RRN1"",""aligned_residues"":149,""gene"":""CREB3L2"",""identity_percent"":87.92,""query_coverage_percent"":99.33,""sequence_length"":174},{""accession"":""V9HVY5"",""aligned_residues"":150,""gene"":""HEL-S-89"",""identity_percent"":86.67,""query_coverage_percent"":100.0,""sequence_length"":1324}]"	FINAL_ADJUDICATION_DRAFT_NOT_PUBLIC
Q6L9M1	PPARG	Peroxisome proliferator-activated receptor gamma (PPAR-gamma) (Nuclear receptor subfamily 1 group C member 3)	41	67fb3b85ecbfda5dc49a158823357d7bc7a0eaa4ca0b5092d5ab896dd337349e	UNCERTAIN	PF00105:Double treble clef zinc finger, C4 type	138	204	2	2.99	100.00	24-25	P37231	Q4W4C7	Q4W4C7	/data/sbi/interchange/boliva/patricia/models/TFS_Q4W4C7:121:201_1a6y_B_1.pdb	PASS_NONEMPTY_PROTEIN_DNA_INTERFACE	NO	NO_VALID_DBD_FRAGMENT	UNCERTAIN_MANUAL_REVIEW	MANUAL_REVIEW_BEFORE_SENDING		Manual review unresolved.	Available evidence does not meet an approved automatic present/absent rule. PWM/database inclusion is not changed by this structural recommendation.	Coverage/identity does not satisfy a conservative automatic rule.			FINAL_ADJUDICATION_DRAFT_NOT_PUBLIC
Q6NZ39	LMX1A hCG_21707	LIM homeobox transcription factor 1, alpha	100	ad3a1baf7b80a06bdc0f3ea7a5693e929bf013acefc977b1dbea70e9363f6e03	NO_DBD				0	0.00	0.00		Q8TE12	Q8TE12	Q8TE12	/data/sbi/interchange/boliva/patricia/models/TFS_Q8TE12:196:249_6a8r_B_1.pdb	PASS_NONEMPTY_PROTEIN_DNA_INTERFACE	NO	NO_VALID_DBD_FRAGMENT	ACCESSION_LACKS_DBD	NO_SEND_CANONICAL_REFERENCE_ONLY		Canonical same-gene reference available from accession Q8TE12; label explicitly as a reference.	Canonical DBD coverage is at most 10%, while at least 40 non-DBD canonical residues align at at least 80% identity. PWM/database inclusion is not changed by this structural recommendation.				FINAL_ADJUDICATION_DRAFT_NOT_PUBLIC
Q709A9	TFEB	Transcription factor EB	79	b9679029e07f19b8c15eecb1345dddd0b5e1a7bfbebf214365526617b890104d	NO_DBD	PF00010:Helix-loop-helix DNA-binding domain	236	289	2	3.70	100.00	74-75	P19484	A0A7I2YQR9	A0A7I2YQR9	/data/sbi/interchange/boliva/patricia/models/TFS_A0A7I2YQR9:232:263_5nj8_B_1.pdb	PASS_NONEMPTY_PROTEIN_DNA_INTERFACE	NO	NO_VALID_DBD_FRAGMENT	ACCESSION_LACKS_DBD	NO_SEND_CANONICAL_REFERENCE_ONLY		Canonical same-gene reference available from accession P19484; label explicitly as a reference.	DBD coverage is at most 10%; at least 40 non-DBD residues align at at least 80% identity.				FINAL_ADJUDICATION_DRAFT_NOT_PUBLIC
Q86VD4	CREB3L2	CREB3L2 protein	200	2dfa37e87f19f5d7fb656ab46956c2b2d8e89206fda3ff5bc304b3825c217403	UNCERTAIN	PF00170:bZIP transcription factor	292	354	14	22.22	71.43	155-168	Q70SY1	Q70SY1	Q70SY1	/data/sbi/interchange/boliva/patricia/models/TFS_Q70SY1:295:354_1t2k_C_1.pdb	PASS_NONEMPTY_PROTEIN_DNA_INTERFACE	NO	NO_VALID_DBD_FRAGMENT	UNCERTAIN_MANUAL_REVIEW	MANUAL_REVIEW_BEFORE_SENDING		Manual review unresolved.	Available evidence does not meet an approved automatic present/absent rule. PWM/database inclusion is not changed by this structural recommendation.	Coverage/identity does not satisfy a conservative automatic rule.			FINAL_ADJUDICATION_DRAFT_NOT_PUBLIC
Q8NHZ2	ZFX	X-linked zinc finger protein	412	939ff876d4d95f94723697de9614a532c26db5e96b37a2d5a0eaaddd52110ce3	NO_DBD				0	0.00	0.00		B7ZKJ5	B7ZKJ5	B7ZKJ5	/data/sbi/interchange/boliva/patricia/models/TFS_B7ZKJ5:553:837_5wjq_D_1.pdb	PASS_NONEMPTY_PROTEIN_DNA_INTERFACE	NO	NO_VALID_DBD_FRAGMENT	ACCESSION_LACKS_DBD	NO_SEND_CANONICAL_REFERENCE_ONLY		Canonical same-gene reference available from accession B7ZKJ5; label explicitly as a reference.	Canonical DBD coverage is at most 10%, while at least 40 non-DBD canonical residues align at at least 80% identity. PWM/database inclusion is not changed by this structural recommendation.				FINAL_ADJUDICATION_DRAFT_NOT_PUBLIC
Q8NHZ3	ZFX	X-linked zinc finger protein	174	1b45c3a8b359f87c1252cd915a252ba6a4ae3dde9bd8e47eb3ed92645f6f6207	NO_DBD				0	0.00	0.00		B7ZKJ5	B7ZKJ5	B7ZKJ5	/data/sbi/interchange/boliva/patricia/models/TFS_B7ZKJ5:553:837_5wjq_D_1.pdb	PASS_NONEMPTY_PROTEIN_DNA_INTERFACE	NO	NO_VALID_DBD_FRAGMENT	ACCESSION_LACKS_DBD	NO_SEND_CANONICAL_REFERENCE_ONLY		Canonical same-gene reference available from accession B7ZKJ5; label explicitly as a reference.	Canonical DBD coverage is at most 10%, while at least 40 non-DBD canonical residues align at at least 80% identity. PWM/database inclusion is not changed by this structural recommendation.				FINAL_ADJUDICATION_DRAFT_NOT_PUBLIC
Q8NHZ4	ZFX	X-linked zinc finger protein	265	22eb118373b4b954c6b00baef44f1ae041ad1dafc992d1b9d9f7012f02633f2d	NO_DBD				0	0.00	0.00		B7ZKJ5	B7ZKJ5	B7ZKJ5	/data/sbi/interchange/boliva/patricia/models/TFS_B7ZKJ5:553:837_5wjq_D_1.pdb	PASS_NONEMPTY_PROTEIN_DNA_INTERFACE	NO	NO_VALID_DBD_FRAGMENT	ACCESSION_LACKS_DBD	NO_SEND_CANONICAL_REFERENCE_ONLY		Canonical same-gene reference available from accession B7ZKJ5; label explicitly as a reference.	Canonical DBD coverage is at most 10%, while at least 40 non-DBD canonical residues align at at least 80% identity. PWM/database inclusion is not changed by this structural recommendation.				FINAL_ADJUDICATION_DRAFT_NOT_PUBLIC
Q8NHZ5	ZFX	X-linked zinc finger protein	266	686c66874f898e4e8d77c1adea98b2d54a8027d024013039c6d40253907942dc	NO_DBD				0	0.00	0.00		B7ZKJ5	B7ZKJ5	B7ZKJ5	/data/sbi/interchange/boliva/patricia/models/TFS_B7ZKJ5:553:837_5wjq_D_1.pdb	PASS_NONEMPTY_PROTEIN_DNA_INTERFACE	NO	NO_VALID_DBD_FRAGMENT	ACCESSION_LACKS_DBD	NO_SEND_CANONICAL_REFERENCE_ONLY		Canonical same-gene reference available from accession B7ZKJ5; label explicitly as a reference.	Canonical DBD coverage is at most 10%, while at least 40 non-DBD canonical residues align at at least 80% identity. PWM/database inclusion is not changed by this structural recommendation.				FINAL_ADJUDICATION_DRAFT_NOT_PUBLIC
