motif_id	cisbp_tf_id	tf_name	tf_external_id	tf_species	tf_status	motif_source_id	pmid	metadata_file	metadata_line	link_class	priority	n_hits_for_motif	url
M05655_2.00	T303241_2.00	ESRRA	ENSG00000173153	Homo_sapiens	D	ESRRA_eDBD_HT-SELEX	28473536	TF_Information.txt	5052	direct_human	0	7	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T303241_2.00
M05656_2.00	T303241_2.00	ESRRA	ENSG00000173153	Homo_sapiens	D	ESRRA_eDBD_Methyl-HT-SELEX	28473536	TF_Information.txt	5053	direct_human	0	7	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T303241_2.00
M05657_2.00	T303241_2.00	ESRRA	ENSG00000173153	Homo_sapiens	D	ESRRA_FL_HT-SELEX	28473536	TF_Information.txt	5054	direct_human	0	7	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T303241_2.00
M05658_2.00	T303241_2.00	ESRRA	ENSG00000173153	Homo_sapiens	D	ESRRA_FL_Methyl-HT-SELEX	28473536	TF_Information.txt	5055	direct_human	0	7	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T303241_2.00
M05659_2.00	T303242_2.00	NR1D2	ENSG00000174738	Homo_sapiens	D	NR1D2_eDBD_HT-SELEX	28473536	TF_Information.txt	5063	direct_human	0	18	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T303242_2.00
M05660_2.00	T303242_2.00	NR1D2	ENSG00000174738	Homo_sapiens	D	NR1D2_eDBD_Methyl-HT-SELEX	28473536	TF_Information.txt	5064	direct_human	0	18	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T303242_2.00
M05661_2.00	T303243_2.00	NR2F1	ENSG00000175745	Homo_sapiens	D	NR2F1_eDBD_HT-SELEX_1	28473536	TF_Information.txt	5069	direct_human	0	37	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T303243_2.00
M05662_2.00	T303243_2.00	NR2F1	ENSG00000175745	Homo_sapiens	D	NR2F1_eDBD_HT-SELEX_2	28473536	TF_Information.txt	5070	direct_human	0	37	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T303243_2.00
M05663_2.00	T303243_2.00	NR2F1	ENSG00000175745	Homo_sapiens	D	NR2F1_eDBD_Methyl-HT-SELEX_1	28473536	TF_Information.txt	5071	direct_human	0	37	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T303243_2.00
M05664_2.00	T303243_2.00	NR2F1	ENSG00000175745	Homo_sapiens	D	NR2F1_eDBD_Methyl-HT-SELEX_2	28473536	TF_Information.txt	5072	direct_human	0	37	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T303243_2.00
M05665_2.00	T303243_2.00	NR2F1	ENSG00000175745	Homo_sapiens	D	NR2F1_FL_HT-SELEX_1	28473536	TF_Information.txt	5073	direct_human	0	37	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T303243_2.00
M05666_2.00	T303243_2.00	NR2F1	ENSG00000175745	Homo_sapiens	D	NR2F1_FL_HT-SELEX_2	28473536	TF_Information.txt	5074	direct_human	0	37	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T303243_2.00
M05667_2.00	T303243_2.00	NR2F1	ENSG00000175745	Homo_sapiens	D	NR2F1_FL_Methyl-HT-SELEX_1	28473536	TF_Information.txt	5075	direct_human	0	37	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T303243_2.00
M05668_2.00	T303243_2.00	NR2F1	ENSG00000175745	Homo_sapiens	D	NR2F1_FL_Methyl-HT-SELEX_2	28473536	TF_Information.txt	5076	direct_human	0	37	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T303243_2.00
M05669_2.00	T303244_2.00	NR2C2	ENSG00000177463	Homo_sapiens	D	NR2C2_eDBD_HT-SELEX	28473536	TF_Information.txt	5080	direct_human	0	30	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T303244_2.00
M05670_2.00	T303244_2.00	NR2C2	ENSG00000177463	Homo_sapiens	D	NR2C2_eDBD_Methyl-HT-SELEX	28473536	TF_Information.txt	5081	direct_human	0	30	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T303244_2.00
M05671_2.00	T303246_2.00	RXRA	ENSG00000186350	Homo_sapiens	D	RXRA_eDBD_HT-SELEX	28473536	TF_Information.txt	5107	direct_human	0	30	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T303246_2.00
M05672_2.00	T303246_2.00	RXRA	ENSG00000186350	Homo_sapiens	D	RXRA_eDBD_Methyl-HT-SELEX	28473536	TF_Information.txt	5108	direct_human	0	30	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T303246_2.00
M05673_2.00	T303248_2.00	ESRRG	ENSG00000196482	Homo_sapiens	D	ESRRG_eDBD_HT-SELEX	28473536	TF_Information.txt	5120	direct_human	0	7	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T303248_2.00
M05674_2.00	T303248_2.00	ESRRG	ENSG00000196482	Homo_sapiens	D	ESRRG_eDBD_Methyl-HT-SELEX	28473536	TF_Information.txt	5121	direct_human	0	7	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T303248_2.00
M05675_2.00	T303248_2.00	ESRRG	ENSG00000196482	Homo_sapiens	D	ESRRG_FL_HT-SELEX	28473536	TF_Information.txt	5122	direct_human	0	7	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T303248_2.00
M05676_2.00	T303248_2.00	ESRRG	ENSG00000196482	Homo_sapiens	D	ESRRG_FL_Methyl-HT-SELEX	28473536	TF_Information.txt	5123	direct_human	0	7	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T303248_2.00
M05677_2.00	T303249_2.00	RORB	ENSG00000198963	Homo_sapiens	D	RORB_eDBD_HT-SELEX_1	28473536	TF_Information.txt	5127	direct_human	0	36	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T303249_2.00
M05678_2.00	T303249_2.00	RORB	ENSG00000198963	Homo_sapiens	D	RORB_eDBD_HT-SELEX_2	28473536	TF_Information.txt	5128	direct_human	0	36	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T303249_2.00
M05679_2.00	T303249_2.00	RORB	ENSG00000198963	Homo_sapiens	D	RORB_eDBD_Methyl-HT-SELEX_1	28473536	TF_Information.txt	5129	direct_human	0	36	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T303249_2.00
M05680_2.00	T303249_2.00	RORB	ENSG00000198963	Homo_sapiens	D	RORB_eDBD_Methyl-HT-SELEX_2	28473536	TF_Information.txt	5130	direct_human	0	36	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T303249_2.00
M05681_2.00	T303250_2.00	RXRB	ENSG00000204231	Homo_sapiens	D	RXRB_eDBD_HT-SELEX_1	28473536	TF_Information.txt	5134	direct_human	0	30	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T303250_2.00
M05682_2.00	T303250_2.00	RXRB	ENSG00000204231	Homo_sapiens	D	RXRB_eDBD_HT-SELEX_2	28473536	TF_Information.txt	5135	direct_human	0	30	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T303250_2.00
M05683_2.00	T303250_2.00	RXRB	ENSG00000204231	Homo_sapiens	D	RXRB_eDBD_Methyl-HT-SELEX_1	28473536	TF_Information.txt	5136	direct_human	0	30	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T303250_2.00
M05684_2.00	T303250_2.00	RXRB	ENSG00000204231	Homo_sapiens	D	RXRB_eDBD_Methyl-HT-SELEX_2	28473536	TF_Information.txt	5137	direct_human	0	30	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T303250_2.00
M05685_2.00	T311642_2.00	PAX8	ENSG00000125618	Homo_sapiens	D	PAX8_FL_HT-SELEX	28473536	TF_Information.txt	5163	direct_human	0	10	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T311642_2.00
M05686_2.00	T311642_2.00	PAX8	ENSG00000125618	Homo_sapiens	D	PAX8_FL_Methyl-HT-SELEX	28473536	TF_Information.txt	5164	direct_human	0	10	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T311642_2.00
M05687_2.00	T311643_2.00	PAX1	ENSG00000125813	Homo_sapiens	D	PAX1_eDBD_HT-SELEX	28473536	TF_Information.txt	5168	direct_human	0	10	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T311643_2.00
M05688_2.00	T311643_2.00	PAX1	ENSG00000125813	Homo_sapiens	D	PAX1_eDBD_Methyl-HT-SELEX	28473536	TF_Information.txt	5169	direct_human	0	10	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T311643_2.00
M05689_2.00	T311645_2.00	PAX9	ENSG00000198807	Homo_sapiens	D	PAX9_eDBD_HT-SELEX	28473536	TF_Information.txt	5188	direct_human	0	10	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T311645_2.00
M05690_2.00	T311645_2.00	PAX9	ENSG00000198807	Homo_sapiens	D	PAX9_eDBD_Methyl-HT-SELEX	28473536	TF_Information.txt	5189	direct_human	0	10	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T311645_2.00
M05691_2.00	T316463_2.00	PROX1	ENSG00000117707	Homo_sapiens	D	PROX1_eDBD_HT-SELEX	28473536	TF_Information.txt	5193	direct_human	0	5	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T316463_2.00
M05692_2.00	T316463_2.00	PROX1	ENSG00000117707	Homo_sapiens	D	PROX1_eDBD_Methyl-HT-SELEX	28473536	TF_Information.txt	5194	direct_human	0	5	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T316463_2.00
M05693_2.00	T317166_2.00	NFATC3	ENSG00000072736	Homo_sapiens	D	NFATC3_eDBD_HT-SELEX_1	28473536	TF_Information.txt	5197	direct_human	0	6	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T317166_2.00
M05694_2.00	T317166_2.00	NFATC3	ENSG00000072736	Homo_sapiens	D	NFATC3_eDBD_HT-SELEX_2	28473536	TF_Information.txt	5198	direct_human	0	6	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T317166_2.00
M05695_2.00	T317166_2.00	NFATC3	ENSG00000072736	Homo_sapiens	D	NFATC3_eDBD_HT-SELEX_3	28473536	TF_Information.txt	5199	direct_human	0	6	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T317166_2.00
M05696_2.00	T317166_2.00	NFATC3	ENSG00000072736	Homo_sapiens	D	NFATC3_eDBD_Methyl-HT-SELEX_1	28473536	TF_Information.txt	5200	direct_human	0	6	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T317166_2.00
M05697_2.00	T317166_2.00	NFATC3	ENSG00000072736	Homo_sapiens	D	NFATC3_eDBD_Methyl-HT-SELEX_2	28473536	TF_Information.txt	5201	direct_human	0	6	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T317166_2.00
M05698_2.00	T317166_2.00	NFATC3	ENSG00000072736	Homo_sapiens	D	NFATC3_eDBD_Methyl-HT-SELEX_3	28473536	TF_Information.txt	5202	direct_human	0	6	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T317166_2.00
M05699_2.00	T317167_2.00	NFKB2	ENSG00000077150	Homo_sapiens	D	NFKB2_eDBD_HT-SELEX	28473536	TF_Information.txt	5207	direct_human	0	4	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T317167_2.00
M05700_2.00	T317167_2.00	NFKB2	ENSG00000077150	Homo_sapiens	D	NFKB2_eDBD_Methyl-HT-SELEX	28473536	TF_Information.txt	5208	direct_human	0	4	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T317167_2.00
M05701_2.00	T317168_2.00	NFATC4	ENSG00000100968	Homo_sapiens	D	NFATC4_eDBD_HT-SELEX_1	28473536	TF_Information.txt	5211	direct_human	0	6	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T317168_2.00
M05702_2.00	T317168_2.00	NFATC4	ENSG00000100968	Homo_sapiens	D	NFATC4_eDBD_HT-SELEX_2	28473536	TF_Information.txt	5212	direct_human	0	6	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T317168_2.00
M05703_2.00	T317168_2.00	NFATC4	ENSG00000100968	Homo_sapiens	D	NFATC4_eDBD_Methyl-HT-SELEX_1	28473536	TF_Information.txt	5213	direct_human	0	6	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T317168_2.00
M05704_2.00	T317168_2.00	NFATC4	ENSG00000100968	Homo_sapiens	D	NFATC4_eDBD_Methyl-HT-SELEX_2	28473536	TF_Information.txt	5214	direct_human	0	6	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T317168_2.00
M05705_2.00	T317169_2.00	NFATC2	ENSG00000101096	Homo_sapiens	D	NFATC2_eDBD_HT-SELEX_1	28473536	TF_Information.txt	5221	direct_human	0	6	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T317169_2.00
M05706_2.00	T317169_2.00	NFATC2	ENSG00000101096	Homo_sapiens	D	NFATC2_eDBD_HT-SELEX_2	28473536	TF_Information.txt	5222	direct_human	0	6	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T317169_2.00
M05707_2.00	T317169_2.00	NFATC2	ENSG00000101096	Homo_sapiens	D	NFATC2_eDBD_Methyl-HT-SELEX_1	28473536	TF_Information.txt	5223	direct_human	0	6	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T317169_2.00
M05708_2.00	T317169_2.00	NFATC2	ENSG00000101096	Homo_sapiens	D	NFATC2_eDBD_Methyl-HT-SELEX_2	28473536	TF_Information.txt	5224	direct_human	0	6	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T317169_2.00
M05709_2.00	T317170_2.00	NFAT5	ENSG00000102908	Homo_sapiens	D	NFAT5_eDBD_HT-SELEX	28473536	TF_Information.txt	5231	direct_human	0	3	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T317170_2.00
M05710_2.00	T317170_2.00	NFAT5	ENSG00000102908	Homo_sapiens	D	NFAT5_eDBD_Methyl-HT-SELEX	28473536	TF_Information.txt	5232	direct_human	0	3	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T317170_2.00
M05711_2.00	T317173_2.00	NFATC1	ENSG00000131196	Homo_sapiens	D	NFATC1_eDBD_HT-SELEX_1	28473536	TF_Information.txt	5252	direct_human	0	6	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T317173_2.00
M05712_2.00	T317173_2.00	NFATC1	ENSG00000131196	Homo_sapiens	D	NFATC1_eDBD_HT-SELEX_2	28473536	TF_Information.txt	5253	direct_human	0	6	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T317173_2.00
M05713_2.00	T317173_2.00	NFATC1	ENSG00000131196	Homo_sapiens	D	NFATC1_eDBD_Methyl-HT-SELEX_1	28473536	TF_Information.txt	5254	direct_human	0	6	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T317173_2.00
M05714_2.00	T317173_2.00	NFATC1	ENSG00000131196	Homo_sapiens	D	NFATC1_eDBD_Methyl-HT-SELEX_2	28473536	TF_Information.txt	5255	direct_human	0	6	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T317173_2.00
M05715_2.00	T318246_2.00	RFX3	ENSG00000080298	Homo_sapiens	D	RFX3_eDBD_HT-SELEX_1	28473536	TF_Information.txt	5287	direct_human	0	8	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T318246_2.00
M05716_2.00	T318246_2.00	RFX3	ENSG00000080298	Homo_sapiens	D	RFX3_eDBD_HT-SELEX_2	28473536	TF_Information.txt	5288	direct_human	0	8	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T318246_2.00
M05717_2.00	T318246_2.00	RFX3	ENSG00000080298	Homo_sapiens	D	RFX3_eDBD_Methyl-HT-SELEX_1	28473536	TF_Information.txt	5289	direct_human	0	8	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T318246_2.00
M05718_2.00	T318246_2.00	RFX3	ENSG00000080298	Homo_sapiens	D	RFX3_eDBD_Methyl-HT-SELEX_2	28473536	TF_Information.txt	5290	direct_human	0	8	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T318246_2.00
M05719_2.00	T318247_2.00	RFX2	ENSG00000087903	Homo_sapiens	D	RFX2_eDBD_HT-SELEX	28473536	TF_Information.txt	5296	direct_human	0	8	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T318247_2.00
M05720_2.00	T318247_2.00	RFX2	ENSG00000087903	Homo_sapiens	D	RFX2_eDBD_Methyl-HT-SELEX	28473536	TF_Information.txt	5297	direct_human	0	8	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T318247_2.00
M05721_2.00	T318248_2.00	RFX4	ENSG00000111783	Homo_sapiens	D	RFX4_eDBD_HT-SELEX	28473536	TF_Information.txt	5302	direct_human	0	8	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T318248_2.00
M05722_2.00	T318248_2.00	RFX4	ENSG00000111783	Homo_sapiens	D	RFX4_eDBD_Methyl-HT-SELEX	28473536	TF_Information.txt	5303	direct_human	0	8	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T318248_2.00
M05723_2.00	T318249_2.00	RFX1	ENSG00000132005	Homo_sapiens	D	RFX1_eDBD_HT-SELEX	28473536	TF_Information.txt	5304	direct_human	0	8	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T318249_2.00
M05724_2.00	T318249_2.00	RFX1	ENSG00000132005	Homo_sapiens	D	RFX1_eDBD_Methyl-HT-SELEX	28473536	TF_Information.txt	5305	direct_human	0	8	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T318249_2.00
M05725_2.00	T318250_2.00	RFX5	ENSG00000143390	Homo_sapiens	D	RFX5_eDBD_HT-SELEX_1	28473536	TF_Information.txt	5314	direct_human	0	4	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T318250_2.00
M05726_2.00	T318250_2.00	RFX5	ENSG00000143390	Homo_sapiens	D	RFX5_eDBD_HT-SELEX_2	28473536	TF_Information.txt	5315	direct_human	0	4	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T318250_2.00
M05727_2.00	T318250_2.00	RFX5	ENSG00000143390	Homo_sapiens	D	RFX5_eDBD_Methyl-HT-SELEX_1	28473536	TF_Information.txt	5316	direct_human	0	4	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T318250_2.00
M05728_2.00	T318250_2.00	RFX5	ENSG00000143390	Homo_sapiens	D	RFX5_eDBD_Methyl-HT-SELEX_2	28473536	TF_Information.txt	5317	direct_human	0	4	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T318250_2.00
M05729_2.00	T318251_2.00	RFX7	ENSG00000181827	Homo_sapiens	D	RFX7_eDBD_HT-SELEX	28473536	TF_Information.txt	5326	direct_human	0	4	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T318251_2.00
M05730_2.00	T318251_2.00	RFX7	ENSG00000181827	Homo_sapiens	D	RFX7_eDBD_Methyl-HT-SELEX	28473536	TF_Information.txt	5327	direct_human	0	4	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T318251_2.00
M05731_2.00	T319382_2.00	RUNX3	ENSG00000020633	Homo_sapiens	D	RUNX3_FL_HT-SELEX	28473536	TF_Information.txt	5335	direct_human	0	5	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T319382_2.00
M05732_2.00	T319382_2.00	RUNX3	ENSG00000020633	Homo_sapiens	D	RUNX3_FL_Methyl-HT-SELEX	28473536	TF_Information.txt	5336	direct_human	0	5	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T319382_2.00
M05733_2.00	T319383_2.00	RUNX2	ENSG00000124813	Homo_sapiens	D	RUNX2_eDBD_HT-SELEX	28473536	TF_Information.txt	5344	direct_human	0	5	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T319383_2.00
M05734_2.00	T319383_2.00	RUNX2	ENSG00000124813	Homo_sapiens	D	RUNX2_eDBD_Methyl-HT-SELEX	28473536	TF_Information.txt	5345	direct_human	0	5	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T319383_2.00
M05735_2.00	T321711_2.00	GMEB2	ENSG00000101216	Homo_sapiens	D	GMEB2_eDBD_HT-SELEX	28473536	TF_Information.txt	5366	direct_human	0	4	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T321711_2.00
M05736_2.00	T321711_2.00	GMEB2	ENSG00000101216	Homo_sapiens	D	GMEB2_eDBD_Methyl-HT-SELEX	28473536	TF_Information.txt	5367	direct_human	0	4	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T321711_2.00
M05737_2.00	T321714_2.00	GMEB1	ENSG00000162419	Homo_sapiens	D	GMEB1_FL_HT-SELEX	28473536	TF_Information.txt	5373	direct_human	0	4	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T321714_2.00
M05738_2.00	T321714_2.00	GMEB1	ENSG00000162419	Homo_sapiens	D	GMEB1_FL_Methyl-HT-SELEX	28473536	TF_Information.txt	5374	direct_human	0	4	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T321714_2.00
M05739_2.00	T321717_2.00	SKOR2	ENSG00000215474	Homo_sapiens	D	SKOR2_eDBD_HT-SELEX	28473536	TF_Information.txt	5377	direct_human	0	3	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T321717_2.00
M05740_2.00	T321717_2.00	SKOR2	ENSG00000215474	Homo_sapiens	D	SKOR2_eDBD_Methyl-HT-SELEX	28473536	TF_Information.txt	5378	direct_human	0	3	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T321717_2.00
M05741_2.00	T324622_2.00	NFIX	ENSG00000008441	Homo_sapiens	D	NFIX_FL_HT-SELEX	28473536	TF_Information.txt	5383	direct_human	0	6	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T324622_2.00
M05742_2.00	T324622_2.00	NFIX	ENSG00000008441	Homo_sapiens	D	NFIX_FL_Methyl-HT-SELEX	28473536	TF_Information.txt	5384	direct_human	0	6	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T324622_2.00
M05743_2.00	T324623_2.00	SMAD5	ENSG00000113658	Homo_sapiens	D	SMAD5_eDBD_HT-SELEX	28473536	TF_Information.txt	5385	direct_human	0	4	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T324623_2.00
M05744_2.00	T324623_2.00	SMAD5	ENSG00000113658	Homo_sapiens	D	SMAD5_eDBD_Methyl-HT-SELEX	28473536	TF_Information.txt	5386	direct_human	0	4	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T324623_2.00
M05745_2.00	T324626_2.00	NFIC	ENSG00000141905	Homo_sapiens	D	NFIC_FL_HT-SELEX	28473536	TF_Information.txt	5396	direct_human	0	6	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T324626_2.00
M05746_2.00	T324626_2.00	NFIC	ENSG00000141905	Homo_sapiens	D	NFIC_FL_Methyl-HT-SELEX	28473536	TF_Information.txt	5397	direct_human	0	6	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T324626_2.00
M05747_2.00	T324627_2.00	NFIB	ENSG00000147862	Homo_sapiens	D	NFIB_FL_HT-SELEX	28473536	TF_Information.txt	5405	direct_human	0	6	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T324627_2.00
M05748_2.00	T324627_2.00	NFIB	ENSG00000147862	Homo_sapiens	D	NFIB_FL_Methyl-HT-SELEX	28473536	TF_Information.txt	5406	direct_human	0	6	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T324627_2.00
M05749_2.00	T328054_2.00	SOX8	ENSG00000005513	Homo_sapiens	D	SOX8_eDBD_HT-SELEX	28473536	TF_Information.txt	5428	direct_human	0	23	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T328054_2.00
M05750_2.00	T328054_2.00	SOX8	ENSG00000005513	Homo_sapiens	D	SOX8_eDBD_Methyl-HT-SELEX	28473536	TF_Information.txt	5429	direct_human	0	23	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T328054_2.00
M05751_2.00	T328054_2.00	SOX8	ENSG00000005513	Homo_sapiens	D	SOX8_FL_HT-SELEX	28473536	TF_Information.txt	5430	direct_human	0	23	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T328054_2.00
M05752_2.00	T328054_2.00	SOX8	ENSG00000005513	Homo_sapiens	D	SOX8_FL_Methyl-HT-SELEX	28473536	TF_Information.txt	5431	direct_human	0	23	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T328054_2.00
M05753_2.00	T328055_2.00	SOX30	ENSG00000039600	Homo_sapiens	D	SOX30_eDBD_HT-SELEX	28473536	TF_Information.txt	5432	direct_human	0	23	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T328055_2.00
M05754_2.00	T328055_2.00	SOX30	ENSG00000039600	Homo_sapiens	D	SOX30_eDBD_Methyl-HT-SELEX	28473536	TF_Information.txt	5433	direct_human	0	23	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T328055_2.00
M05755_2.00	T328058_2.00	TCF7	ENSG00000081059	Homo_sapiens	D	TCF7_eDBD_HT-SELEX_1	28473536	TF_Information.txt	5436	direct_human	0	6	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T328058_2.00
M05756_2.00	T328058_2.00	TCF7	ENSG00000081059	Homo_sapiens	D	TCF7_eDBD_HT-SELEX_2	28473536	TF_Information.txt	5437	direct_human	0	6	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T328058_2.00
M05757_2.00	T328058_2.00	TCF7	ENSG00000081059	Homo_sapiens	D	TCF7_eDBD_Methyl-HT-SELEX_1	28473536	TF_Information.txt	5438	direct_human	0	6	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T328058_2.00
M05758_2.00	T328058_2.00	TCF7	ENSG00000081059	Homo_sapiens	D	TCF7_eDBD_Methyl-HT-SELEX_2	28473536	TF_Information.txt	5439	direct_human	0	6	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T328058_2.00
M05759_2.00	T328059_2.00	SOX10	ENSG00000100146	Homo_sapiens	D	SOX10_eDBD_HT-SELEX	28473536	TF_Information.txt	5449	direct_human	0	23	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T328059_2.00
M05760_2.00	T328059_2.00	SOX10	ENSG00000100146	Homo_sapiens	D	SOX10_eDBD_Methyl-HT-SELEX	28473536	TF_Information.txt	5450	direct_human	0	23	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T328059_2.00
M05761_2.00	T328059_2.00	SOX10	ENSG00000100146	Homo_sapiens	D	SOX10_FL_HT-SELEX	28473536	TF_Information.txt	5451	direct_human	0	23	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T328059_2.00
