motif_id	cisbp_tf_id	tf_name	tf_external_id	tf_species	tf_status	motif_source_id	pmid	url
M05582_2.00	T303214_2.00	PPARD	ENSG00000112033	Homo_sapiens	D	PPARD_eDBD_HT-SELEX_2	28473536	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T303214_2.00
M05583_2.00	T303214_2.00	PPARD	ENSG00000112033	Homo_sapiens	D	PPARD_eDBD_Methyl-HT-SELEX_1	28473536	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T303214_2.00
M05584_2.00	T303214_2.00	PPARD	ENSG00000112033	Homo_sapiens	D	PPARD_eDBD_Methyl-HT-SELEX_2	28473536	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T303214_2.00
M05585_2.00	T303215_2.00	NR2E1	ENSG00000112333	Homo_sapiens	D	NR2E1_FL_HT-SELEX	28473536	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T303215_2.00
M05586_2.00	T303215_2.00	NR2E1	ENSG00000112333	Homo_sapiens	D	NR2E1_FL_Methyl-HT-SELEX	28473536	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T303215_2.00
M05587_2.00	T303216_2.00	NR3C1	ENSG00000113580	Homo_sapiens	D	NR3C1_eDBD_HT-SELEX	28473536	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T303216_2.00
M05588_2.00	T303216_2.00	NR3C1	ENSG00000113580	Homo_sapiens	D	NR3C1_eDBD_Methyl-HT-SELEX	28473536	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T303216_2.00
M05589_2.00	T303217_2.00	NR5A2	ENSG00000116833	Homo_sapiens	D	NR5A2_eDBD_HT-SELEX_1	28473536	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T303217_2.00
M05590_2.00	T303217_2.00	NR5A2	ENSG00000116833	Homo_sapiens	D	NR5A2_eDBD_HT-SELEX_2	28473536	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T303217_2.00
M05591_2.00	T303217_2.00	NR5A2	ENSG00000116833	Homo_sapiens	D	NR5A2_eDBD_HT-SELEX_3	28473536	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T303217_2.00
M05592_2.00	T303217_2.00	NR5A2	ENSG00000116833	Homo_sapiens	D	NR5A2_eDBD_Methyl-HT-SELEX_1	28473536	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T303217_2.00
M05593_2.00	T303217_2.00	NR5A2	ENSG00000116833	Homo_sapiens	D	NR5A2_eDBD_Methyl-HT-SELEX_2	28473536	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T303217_2.00
M05594_2.00	T303217_2.00	NR5A2	ENSG00000116833	Homo_sapiens	D	NR5A2_eDBD_Methyl-HT-SELEX_3	28473536	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T303217_2.00
M05595_2.00	T303219_2.00	ESRRB	ENSG00000119715	Homo_sapiens	D	ESRRB_eDBD_HT-SELEX	28473536	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T303219_2.00
M05596_2.00	T303219_2.00	ESRRB	ENSG00000119715	Homo_sapiens	D	ESRRB_eDBD_Methyl-HT-SELEX	28473536	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T303219_2.00
M05597_2.00	T303220_2.00	NR2C1	ENSG00000120798	Homo_sapiens	D	NR2C1_eDBD_HT-SELEX_1	28473536	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T303220_2.00
M05598_2.00	T303220_2.00	NR2C1	ENSG00000120798	Homo_sapiens	D	NR2C1_eDBD_HT-SELEX_2	28473536	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T303220_2.00
M05599_2.00	T303220_2.00	NR2C1	ENSG00000120798	Homo_sapiens	D	NR2C1_eDBD_Methyl-HT-SELEX_1	28473536	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T303220_2.00
M05600_2.00	T303220_2.00	NR2C1	ENSG00000120798	Homo_sapiens	D	NR2C1_eDBD_Methyl-HT-SELEX_2	28473536	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T303220_2.00
M05601_2.00	T303221_2.00	NR4A1	ENSG00000123358	Homo_sapiens	D	NR4A1_eDBD_HT-SELEX_1	28473536	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T303221_2.00
M05602_2.00	T303221_2.00	NR4A1	ENSG00000123358	Homo_sapiens	D	NR4A1_eDBD_HT-SELEX_2	28473536	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T303221_2.00
M05603_2.00	T303221_2.00	NR4A1	ENSG00000123358	Homo_sapiens	D	NR4A1_eDBD_Methyl-HT-SELEX_1	28473536	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T303221_2.00
M05604_2.00	T303221_2.00	NR4A1	ENSG00000123358	Homo_sapiens	D	NR4A1_eDBD_Methyl-HT-SELEX_2	28473536	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T303221_2.00
M05605_2.00	T303223_2.00	NR1D1	ENSG00000126368	Homo_sapiens	D	NR1D1_eDBD_HT-SELEX	28473536	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T303223_2.00
M05606_2.00	T303223_2.00	NR1D1	ENSG00000126368	Homo_sapiens	D	NR1D1_eDBD_Methyl-HT-SELEX	28473536	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T303223_2.00
M05607_2.00	T303225_2.00	RARA	ENSG00000131759	Homo_sapiens	D	RARA_eDBD_HT-SELEX_1	28473536	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T303225_2.00
M05608_2.00	T303225_2.00	RARA	ENSG00000131759	Homo_sapiens	D	RARA_eDBD_HT-SELEX_2	28473536	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T303225_2.00
M05609_2.00	T303225_2.00	RARA	ENSG00000131759	Homo_sapiens	D	RARA_eDBD_HT-SELEX_3	28473536	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T303225_2.00
M05610_2.00	T303225_2.00	RARA	ENSG00000131759	Homo_sapiens	D	RARA_eDBD_Methyl-HT-SELEX_1	28473536	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T303225_2.00
M05611_2.00	T303225_2.00	RARA	ENSG00000131759	Homo_sapiens	D	RARA_eDBD_Methyl-HT-SELEX_2	28473536	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T303225_2.00
M05612_2.00	T303225_2.00	RARA	ENSG00000131759	Homo_sapiens	D	RARA_eDBD_Methyl-HT-SELEX_3	28473536	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T303225_2.00
M05613_2.00	T303227_2.00	NR5A1	ENSG00000136931	Homo_sapiens	D	NR5A1_FL_HT-SELEX	28473536	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T303227_2.00
M05614_2.00	T303227_2.00	NR5A1	ENSG00000136931	Homo_sapiens	D	NR5A1_FL_Methyl-HT-SELEX	28473536	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T303227_2.00
M05615_2.00	T303229_2.00	RXRG	ENSG00000143171	Homo_sapiens	D	RXRG_FL_HT-SELEX_1	28473536	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T303229_2.00
M05616_2.00	T303229_2.00	RXRG	ENSG00000143171	Homo_sapiens	D	RXRG_FL_HT-SELEX_2	28473536	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T303229_2.00
M05617_2.00	T303229_2.00	RXRG	ENSG00000143171	Homo_sapiens	D	RXRG_FL_Methyl-HT-SELEX_1	28473536	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T303229_2.00
M05618_2.00	T303229_2.00	RXRG	ENSG00000143171	Homo_sapiens	D	RXRG_FL_Methyl-HT-SELEX_2	28473536	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T303229_2.00
M05619_2.00	T303230_2.00	NR1I3	ENSG00000143257	Homo_sapiens	D	NR1I3_FL_HT-SELEX	28473536	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T303230_2.00
M05620_2.00	T303230_2.00	NR1I3	ENSG00000143257	Homo_sapiens	D	NR1I3_FL_Methyl-HT-SELEX	28473536	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T303230_2.00
M05621_2.00	T303231_2.00	RORC	ENSG00000143365	Homo_sapiens	D	RORC_eDBD_HT-SELEX_1	28473536	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T303231_2.00
M05622_2.00	T303231_2.00	RORC	ENSG00000143365	Homo_sapiens	D	RORC_eDBD_HT-SELEX_2	28473536	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T303231_2.00
M05623_2.00	T303231_2.00	RORC	ENSG00000143365	Homo_sapiens	D	RORC_eDBD_Methyl-HT-SELEX_1	28473536	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T303231_2.00
M05624_2.00	T303231_2.00	RORC	ENSG00000143365	Homo_sapiens	D	RORC_eDBD_Methyl-HT-SELEX_2	28473536	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T303231_2.00
M05625_2.00	T303232_2.00	NR1I2	ENSG00000144852	Homo_sapiens	D	NR1I2_eDBD_HT-SELEX	28473536	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T303232_2.00
M05626_2.00	T303232_2.00	NR1I2	ENSG00000144852	Homo_sapiens	D	NR1I2_eDBD_Methyl-HT-SELEX	28473536	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T303232_2.00
M05627_2.00	T303233_2.00	NR6A1	ENSG00000148200	Homo_sapiens	D	NR6A1_eDBD_HT-SELEX	28473536	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T303233_2.00
M05628_2.00	T303233_2.00	NR6A1	ENSG00000148200	Homo_sapiens	D	NR6A1_eDBD_Methyl-HT-SELEX	28473536	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T303233_2.00
M05629_2.00	T303234_2.00	THRB	ENSG00000151090	Homo_sapiens	D	THRB_eDBD_HT-SELEX_1	28473536	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T303234_2.00
M05630_2.00	T303234_2.00	THRB	ENSG00000151090	Homo_sapiens	D	THRB_eDBD_HT-SELEX_2	28473536	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T303234_2.00
M05631_2.00	T303234_2.00	THRB	ENSG00000151090	Homo_sapiens	D	THRB_eDBD_Methyl-HT-SELEX_1	28473536	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T303234_2.00
M05632_2.00	T303234_2.00	THRB	ENSG00000151090	Homo_sapiens	D	THRB_eDBD_Methyl-HT-SELEX_2	28473536	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T303234_2.00
M05633_2.00	T303234_2.00	THRB	ENSG00000151090	Homo_sapiens	D	THRB_FL_HT-SELEX_1	28473536	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T303234_2.00
M05634_2.00	T303234_2.00	THRB	ENSG00000151090	Homo_sapiens	D	THRB_FL_HT-SELEX_2	28473536	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T303234_2.00
M05635_2.00	T303234_2.00	THRB	ENSG00000151090	Homo_sapiens	D	THRB_FL_Methyl-HT-SELEX_1	28473536	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T303234_2.00
M05636_2.00	T303234_2.00	THRB	ENSG00000151090	Homo_sapiens	D	THRB_FL_Methyl-HT-SELEX_2	28473536	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T303234_2.00
M05637_2.00	T303235_2.00	NR3C2	ENSG00000151623	Homo_sapiens	D	NR3C2_eDBD_HT-SELEX	28473536	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T303235_2.00
M05638_2.00	T303235_2.00	NR3C2	ENSG00000151623	Homo_sapiens	D	NR3C2_eDBD_Methyl-HT-SELEX	28473536	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T303235_2.00
M05639_2.00	T303236_2.00	NR4A2	ENSG00000153234	Homo_sapiens	D	NR4A2_eDBD_HT-SELEX	28473536	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T303236_2.00
M05640_2.00	T303236_2.00	NR4A2	ENSG00000153234	Homo_sapiens	D	NR4A2_eDBD_Methyl-HT-SELEX	28473536	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T303236_2.00
M05641_2.00	T303237_2.00	NR2F6	ENSG00000160113	Homo_sapiens	D	NR2F6_eDBD_HT-SELEX_1	28473536	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T303237_2.00
M05642_2.00	T303237_2.00	NR2F6	ENSG00000160113	Homo_sapiens	D	NR2F6_eDBD_HT-SELEX_2	28473536	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T303237_2.00
M05643_2.00	T303237_2.00	NR2F6	ENSG00000160113	Homo_sapiens	D	NR2F6_eDBD_Methyl-HT-SELEX_1	28473536	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T303237_2.00
M05644_2.00	T303237_2.00	NR2F6	ENSG00000160113	Homo_sapiens	D	NR2F6_eDBD_Methyl-HT-SELEX_2	28473536	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T303237_2.00
M05645_2.00	T303237_2.00	NR2F6	ENSG00000160113	Homo_sapiens	D	NR2F6_FL_HT-SELEX_1	28473536	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T303237_2.00
M05646_2.00	T303237_2.00	NR2F6	ENSG00000160113	Homo_sapiens	D	NR2F6_FL_HT-SELEX_2	28473536	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T303237_2.00
M05647_2.00	T303237_2.00	NR2F6	ENSG00000160113	Homo_sapiens	D	NR2F6_FL_Methyl-HT-SELEX_1	28473536	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T303237_2.00
M05648_2.00	T303237_2.00	NR2F6	ENSG00000160113	Homo_sapiens	D	NR2F6_FL_Methyl-HT-SELEX_2	28473536	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T303237_2.00
M05649_2.00	T303240_2.00	RARG	ENSG00000172819	Homo_sapiens	D	RARG_eDBD_HT-SELEX_1	28473536	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T303240_2.00
M05650_2.00	T303240_2.00	RARG	ENSG00000172819	Homo_sapiens	D	RARG_eDBD_HT-SELEX_2	28473536	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T303240_2.00
M05651_2.00	T303240_2.00	RARG	ENSG00000172819	Homo_sapiens	D	RARG_eDBD_Methyl-HT-SELEX_1	28473536	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T303240_2.00
M05652_2.00	T303240_2.00	RARG	ENSG00000172819	Homo_sapiens	D	RARG_eDBD_Methyl-HT-SELEX_2	28473536	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T303240_2.00
M05653_2.00	T303240_2.00	RARG	ENSG00000172819	Homo_sapiens	D	RARG_FL_HT-SELEX	28473536	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T303240_2.00
M05654_2.00	T303240_2.00	RARG	ENSG00000172819	Homo_sapiens	D	RARG_FL_Methyl-HT-SELEX	28473536	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T303240_2.00
M05655_2.00	T303241_2.00	ESRRA	ENSG00000173153	Homo_sapiens	D	ESRRA_eDBD_HT-SELEX	28473536	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T303241_2.00
M05656_2.00	T303241_2.00	ESRRA	ENSG00000173153	Homo_sapiens	D	ESRRA_eDBD_Methyl-HT-SELEX	28473536	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T303241_2.00
M05657_2.00	T303241_2.00	ESRRA	ENSG00000173153	Homo_sapiens	D	ESRRA_FL_HT-SELEX	28473536	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T303241_2.00
M05658_2.00	T303241_2.00	ESRRA	ENSG00000173153	Homo_sapiens	D	ESRRA_FL_Methyl-HT-SELEX	28473536	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T303241_2.00
M05659_2.00	T303242_2.00	NR1D2	ENSG00000174738	Homo_sapiens	D	NR1D2_eDBD_HT-SELEX	28473536	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T303242_2.00
M05660_2.00	T303242_2.00	NR1D2	ENSG00000174738	Homo_sapiens	D	NR1D2_eDBD_Methyl-HT-SELEX	28473536	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T303242_2.00
M05661_2.00	T303243_2.00	NR2F1	ENSG00000175745	Homo_sapiens	D	NR2F1_eDBD_HT-SELEX_1	28473536	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T303243_2.00
M05662_2.00	T303243_2.00	NR2F1	ENSG00000175745	Homo_sapiens	D	NR2F1_eDBD_HT-SELEX_2	28473536	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T303243_2.00
M05663_2.00	T303243_2.00	NR2F1	ENSG00000175745	Homo_sapiens	D	NR2F1_eDBD_Methyl-HT-SELEX_1	28473536	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T303243_2.00
M05664_2.00	T303243_2.00	NR2F1	ENSG00000175745	Homo_sapiens	D	NR2F1_eDBD_Methyl-HT-SELEX_2	28473536	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T303243_2.00
M05665_2.00	T303243_2.00	NR2F1	ENSG00000175745	Homo_sapiens	D	NR2F1_FL_HT-SELEX_1	28473536	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T303243_2.00
M05666_2.00	T303243_2.00	NR2F1	ENSG00000175745	Homo_sapiens	D	NR2F1_FL_HT-SELEX_2	28473536	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T303243_2.00
M05667_2.00	T303243_2.00	NR2F1	ENSG00000175745	Homo_sapiens	D	NR2F1_FL_Methyl-HT-SELEX_1	28473536	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T303243_2.00
M05668_2.00	T303243_2.00	NR2F1	ENSG00000175745	Homo_sapiens	D	NR2F1_FL_Methyl-HT-SELEX_2	28473536	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T303243_2.00
M05669_2.00	T303244_2.00	NR2C2	ENSG00000177463	Homo_sapiens	D	NR2C2_eDBD_HT-SELEX	28473536	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T303244_2.00
M05670_2.00	T303244_2.00	NR2C2	ENSG00000177463	Homo_sapiens	D	NR2C2_eDBD_Methyl-HT-SELEX	28473536	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T303244_2.00
M05671_2.00	T303246_2.00	RXRA	ENSG00000186350	Homo_sapiens	D	RXRA_eDBD_HT-SELEX	28473536	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T303246_2.00
M05672_2.00	T303246_2.00	RXRA	ENSG00000186350	Homo_sapiens	D	RXRA_eDBD_Methyl-HT-SELEX	28473536	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T303246_2.00
M05673_2.00	T303248_2.00	ESRRG	ENSG00000196482	Homo_sapiens	D	ESRRG_eDBD_HT-SELEX	28473536	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T303248_2.00
M05674_2.00	T303248_2.00	ESRRG	ENSG00000196482	Homo_sapiens	D	ESRRG_eDBD_Methyl-HT-SELEX	28473536	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T303248_2.00
M05675_2.00	T303248_2.00	ESRRG	ENSG00000196482	Homo_sapiens	D	ESRRG_FL_HT-SELEX	28473536	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T303248_2.00
M05676_2.00	T303248_2.00	ESRRG	ENSG00000196482	Homo_sapiens	D	ESRRG_FL_Methyl-HT-SELEX	28473536	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T303248_2.00
M05677_2.00	T303249_2.00	RORB	ENSG00000198963	Homo_sapiens	D	RORB_eDBD_HT-SELEX_1	28473536	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T303249_2.00
M05678_2.00	T303249_2.00	RORB	ENSG00000198963	Homo_sapiens	D	RORB_eDBD_HT-SELEX_2	28473536	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T303249_2.00
M05679_2.00	T303249_2.00	RORB	ENSG00000198963	Homo_sapiens	D	RORB_eDBD_Methyl-HT-SELEX_1	28473536	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T303249_2.00
M05680_2.00	T303249_2.00	RORB	ENSG00000198963	Homo_sapiens	D	RORB_eDBD_Methyl-HT-SELEX_2	28473536	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T303249_2.00
M05681_2.00	T303250_2.00	RXRB	ENSG00000204231	Homo_sapiens	D	RXRB_eDBD_HT-SELEX_1	28473536	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T303250_2.00
M05682_2.00	T303250_2.00	RXRB	ENSG00000204231	Homo_sapiens	D	RXRB_eDBD_HT-SELEX_2	28473536	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T303250_2.00
M05683_2.00	T303250_2.00	RXRB	ENSG00000204231	Homo_sapiens	D	RXRB_eDBD_Methyl-HT-SELEX_1	28473536	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T303250_2.00
M05684_2.00	T303250_2.00	RXRB	ENSG00000204231	Homo_sapiens	D	RXRB_eDBD_Methyl-HT-SELEX_2	28473536	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T303250_2.00
M05685_2.00	T311642_2.00	PAX8	ENSG00000125618	Homo_sapiens	D	PAX8_FL_HT-SELEX	28473536	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T311642_2.00
M05686_2.00	T311642_2.00	PAX8	ENSG00000125618	Homo_sapiens	D	PAX8_FL_Methyl-HT-SELEX	28473536	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T311642_2.00
M05687_2.00	T311643_2.00	PAX1	ENSG00000125813	Homo_sapiens	D	PAX1_eDBD_HT-SELEX	28473536	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T311643_2.00
M05688_2.00	T311643_2.00	PAX1	ENSG00000125813	Homo_sapiens	D	PAX1_eDBD_Methyl-HT-SELEX	28473536	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T311643_2.00
M05689_2.00	T311645_2.00	PAX9	ENSG00000198807	Homo_sapiens	D	PAX9_eDBD_HT-SELEX	28473536	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T311645_2.00
M05690_2.00	T311645_2.00	PAX9	ENSG00000198807	Homo_sapiens	D	PAX9_eDBD_Methyl-HT-SELEX	28473536	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T311645_2.00
M05691_2.00	T316463_2.00	PROX1	ENSG00000117707	Homo_sapiens	D	PROX1_eDBD_HT-SELEX	28473536	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T316463_2.00
M05692_2.00	T316463_2.00	PROX1	ENSG00000117707	Homo_sapiens	D	PROX1_eDBD_Methyl-HT-SELEX	28473536	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T316463_2.00
M05693_2.00	T317166_2.00	NFATC3	ENSG00000072736	Homo_sapiens	D	NFATC3_eDBD_HT-SELEX_1	28473536	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T317166_2.00
M05694_2.00	T317166_2.00	NFATC3	ENSG00000072736	Homo_sapiens	D	NFATC3_eDBD_HT-SELEX_2	28473536	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T317166_2.00
M05695_2.00	T317166_2.00	NFATC3	ENSG00000072736	Homo_sapiens	D	NFATC3_eDBD_HT-SELEX_3	28473536	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T317166_2.00
M05696_2.00	T317166_2.00	NFATC3	ENSG00000072736	Homo_sapiens	D	NFATC3_eDBD_Methyl-HT-SELEX_1	28473536	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T317166_2.00
M05697_2.00	T317166_2.00	NFATC3	ENSG00000072736	Homo_sapiens	D	NFATC3_eDBD_Methyl-HT-SELEX_2	28473536	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T317166_2.00
M05698_2.00	T317166_2.00	NFATC3	ENSG00000072736	Homo_sapiens	D	NFATC3_eDBD_Methyl-HT-SELEX_3	28473536	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T317166_2.00
M05699_2.00	T317167_2.00	NFKB2	ENSG00000077150	Homo_sapiens	D	NFKB2_eDBD_HT-SELEX	28473536	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T317167_2.00
M05700_2.00	T317167_2.00	NFKB2	ENSG00000077150	Homo_sapiens	D	NFKB2_eDBD_Methyl-HT-SELEX	28473536	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T317167_2.00
M05701_2.00	T317168_2.00	NFATC4	ENSG00000100968	Homo_sapiens	D	NFATC4_eDBD_HT-SELEX_1	28473536	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T317168_2.00
M05702_2.00	T317168_2.00	NFATC4	ENSG00000100968	Homo_sapiens	D	NFATC4_eDBD_HT-SELEX_2	28473536	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T317168_2.00
M05703_2.00	T317168_2.00	NFATC4	ENSG00000100968	Homo_sapiens	D	NFATC4_eDBD_Methyl-HT-SELEX_1	28473536	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T317168_2.00
M05704_2.00	T317168_2.00	NFATC4	ENSG00000100968	Homo_sapiens	D	NFATC4_eDBD_Methyl-HT-SELEX_2	28473536	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T317168_2.00
M05705_2.00	T317169_2.00	NFATC2	ENSG00000101096	Homo_sapiens	D	NFATC2_eDBD_HT-SELEX_1	28473536	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T317169_2.00
M05706_2.00	T317169_2.00	NFATC2	ENSG00000101096	Homo_sapiens	D	NFATC2_eDBD_HT-SELEX_2	28473536	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T317169_2.00
M05707_2.00	T317169_2.00	NFATC2	ENSG00000101096	Homo_sapiens	D	NFATC2_eDBD_Methyl-HT-SELEX_1	28473536	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T317169_2.00
M05708_2.00	T317169_2.00	NFATC2	ENSG00000101096	Homo_sapiens	D	NFATC2_eDBD_Methyl-HT-SELEX_2	28473536	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T317169_2.00
